Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,4011450
Apure,500000
Aragua,5580020
Barinas,4750000
Bolívar (state),5837764
Capital District,13226969
Carabobo,9758113
Cojedes,500000
Delta Amacuro,190003
Falcón,1202521
Guárico,870015
Lara,5987602
Miranda (state),3997568
Monagas,750000
Mérida,1250000
Nueva Esparta,398482
Portuguesa,1288719
Sucre,737513
Trujillo,1000000
Táchira,6250000
Vargas,1432524
Yaracuy,1500000
Zulia,12900220
