Location name,Amount spent (THB)
Amnat Charoen,1060
Ang Thong,996
Ayutthaya,6320
Bangkok,187915
Bueng Kan,953
Buriram,5018
Chachoengsao,3304
Chai Nat,773
Chaiyaphum,3924
Chanthaburi,5379
Chiang Mai,58682
Chiang Rai,4746
Chon Buri,29390
Chumphon,1915
Kalasin,2248
Kamphaeng Phet,2798
Kanchanaburi,14857
Khon Kaen,15116
Krabi,6823
Lampang,2329
Lamphun,1538
Loei,1688
Lop Buri,2148
Mae Hong Son,1704
Maha Sarakham,2546
Mukdahan,768
Nakhon Nayok,684
Nakhon Pathom,6222
Nakhon Phanom,1956
Nakhon Ratchasima,13513
Nakhon Sawan,4747
Nakhon Si Thammarat,11665
Nan,787
Narathiwat,1321
Nong Bua Lam Phu,1376
Nong Khai,1362
Nonthaburi,10548
Pathum Thani,13190
Pattani,2115
Phangnga,994
Phatthalung,2850
Phayao,1917
Phetchabun,3109
Phetchaburi,1918
Phichit,3314
Phitsanulok,14116
Phrae,1447
Phuket,26744
Prachin Buri,1811
Prachuap Khiri Khan,2104
Ranong,622
Ratchaburi,4915
Rayong,6442
Roi Et,3951
Sa Kaeo,2328
Sakon Nakhon,3476
Samut Prakan,13385
Samut Sakhon,8303
Samut Songkhram,1164
Saraburi,4597
Satun,1239
Sing Buri,563
Sisaket,3114
Songkhla,17478
Sukhothai,2272
Suphan Buri,15734
Surat Thani,11674
Surin,3960
Tak,3453
Trang,8373
Trat,1499
Ubon Ratchathani,5072
Udon Thani,5218
Unknown,≤100
Uthai Thani,694
Uttaradit,1284
Yala Province,1453
Yasothon,2223
