Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
102639461303190,Fair Pay For All,Fair Pay For All,3752,108
7715002593,UNICEF UK,Unicef UK,2857,25
9250349228,Greenpeace UK,Greenpeace UK,2526,17
35671512696,World Animal Protection UK,World Animal Protection UK,2105,150
7214031395,Oxfam Great Britain,Oxfam Great Britain,2057,141
186622728032,RSPB,RSPB,1903,149
311627208673,WWF UK,WWF UK,1830,31
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),1742,28
569834799727730,National Grid UK,National Grid UK,1569,53
10677003998,Shelter,Shelter,1408,288
407834355957354,NatWest Business,NatWest Group plc,1185,12
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,1136,26
101958682650112,ESG UK,Energy Saving Grants,1067,114
175338329150218,Help For Heroes,Help for Heroes,1066,211
799576543492660,The Week Junior,The Week Junior,1063,57
7043497714,Christian Aid,Christian Aid,1060,26
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,1032,21
117476785190,Save the Children UK,Save the Children UK,897,48
7527864602,WaterAid UK,WaterAid UK,877,57
263162170381168,The Salvation Army United Kingdom and Ireland Territory,The Salvation Army United Kingdom with the Republic of Ireland,855,23
290498754454402,European Movement UK,European Movement UK,797,6
121936349543,World Vision UK,World Vision UK,764,51
45986010500,Barnardo's,Barnardo's,703,20
693990677314288,Royal London,Royal London,622,7
19895907944,CAFOD,CAFOD,621,25
123027101047606,Pancreatic Cancer UK,Pancreatic Cancer UK,612,11
177855115588808,The Week UK,The Week UK,547,31
13047522725,Crimestoppers,Crimestoppers,527,72
246872175166,Action Against Hunger UK,Action Against Hunger UK,496,152
139695000173,Good Energy UK,Good Energy,486,100
106646172464032,Moz for Mayor,Moz for Mayor,470,17
109602554296513,Your Funded Energy Solution,Your Funded Energy Solution,432,13
158077247591710,Refuge,Refuge,417,46
1721275931466984,The Reclaim Party,The Reclaim Party,416,6
220513170893,Ripple Effect,Send a Cow,410,20
23958741368,Southbank Centre,Southbank Centre,407,26
442816382865338,Social Security Scotland,Social Security Scotland,405,5
220543443746,International Rescue Committee - UK,International Rescue Committee UK,392,17
104768005247443,Say No To WHO,Say no to WHO,371,5
104677264773039,We Eat Balanced,Agriculture and Horticulture Development Board,365,28
104255571968810,Save My Vape,Save My Vape,348,45
195754307110390,Right To Life UK,Right To Life UK,347,24
148276958538181,The Royal Society,The Royal Society,336,4
59367068326,The Ramblers,The Ramblers,320,12
474613052643462,London Labour Party,The Labour Party,308,16
274651352565844,Oltco Ltd,Oltco Ltd,307,137
111692181958132,Keir Mather for Selby and Ainsty,The Labour Party,305,26
102093205997581,Danny Beales for Uxbridge & South Ruislip,London Labour Party,296,12
112712550420527,Ekō UK,SumOfUs,288,1
47612991154,Dignity in Dying,Dignity in Dying,286,37
212038972186253,Transport for London,Transport for London,284,4
705825476138789,Hubbub,Hubbub,280,16
25749647410,The Labour Party,The Labour Party,276,303
358706239805,Scope,Scope,257,8
238394282845251,The Big Issue,The Big Issue,251,2
104259838288065,Independent Monitoring Authority,Independent Monitoring Authority,243,18
18933990398,Stonewall,Stonewall UK,240,30
1046117708754519,Care4Calais,Care4Calais,239,32
135602823147553,Heathrow Airport,Heathrow Airport Limited,232,3
1738524969810037,Mission India UK,Mission India UK,222,13
127031794038958,Blue Marine Foundation,Blue Marine Foundation,222,93
2047806148766050,Animal Equality UK,Animal Equality UK,214,4
106205865302441,Just Stop Oil,Just Stop Oil,211,4
110538548040758,Care2 UK,John Ayling & Associates,210,2
116851005026898,London Gatwick,Gatwick Airport Ltd,206,14
1660600037490738,Guardian Labs,Guardian Labs,205,15
10114144851,NSPCC,NSPCC,176,6
135456716565905,Guardian Jobs,Guardian Jobs,174,18
310039442421596,Scottish Labour Party,Scottish Labour Party,174,40
137660096284927,Child Poverty Action Group (UK) - CPAG,Child Poverty Action Group,169,18
802671466445707,Product Earth,Product Earth,169,9
32514078659,Liberty,Liberty,166,24
7624294394,Amnesty International UK,Amnesty International UK,162,10
114651147002520,SSE Energy Solutions,SSE,157,14
490007667679401,Hugh James,Hugh James,153,3
159969930741814,The Wildlife Trusts,The Wildlife Trusts,149,5
841894835830532,Electoral Commission UK,Electoral Commission UK,148,2
25040545213,Contact - For families with disabled children,Contact,144,41
353224381469808,ifaw,IFAW,143,17
1863944713844924,Best For Britain,Best for Britain,143,15
346684596111093,KinKind,KinKind Ltd,139,12
208573062515662,Freedom from Torture,Freedom from Torture,139,16
249209468838241,Good Law Project,Good Law Project,136,55
46074836918,The Trussell Trust,Trussell Trust,135,1
6707857033,Global Justice Now,Global Justice Now,134,13
103835971750,Orbis UK,Orbis UK,134,43
1586251881644270,Keir Starmer,The Labour Party,133,112
26806660922,Humanists UK,Humanists UK,133,1
585253558594078,Police.uk,Police.uk,131,3
10986039307,VSO,VSO,131,22
112712550420527,Ekō UK,Ekō,125,1
89151782746,Fauna & Flora,Fauna & Flora International,123,100
101255718164248,350 UK,350.org,122,7
22827312848,CPRE The countryside charity,Campaign to Protect Rural England,118,13
18168505158,The Woodland Trust,Woodland Trust,117,16
547761111920012,Anglian Water - Love Every Drop,Anglian Water,117,7
49275915266,MSI Reproductive Choices,MSI Reproductive Choices,115,78
169042736456594,All Out,All Out,115,18
1741389166144949,Impact Energy LTD,These ads ran without a disclaimer,113,1
453624597990055,The Separated Child Foundation,The Separated Child Foundation,108,15
429090224496354,Susan Hall - London Assembly Member,Safer With Susan (Susan Hall),102,11
407402162736656,Labour East,The Labour Party,≤100,15
104487412566017,Green_Energy_Assist,Green_Energy_Assist,≤100,2
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,≤100,1
112845639376,Refugee Action,Refugee Action,≤100,12
112062847102147,Kanda,Kanda Consulting,≤100,4
127823347291536,Hayward Gallery at Southbank Centre,Hayward Gallery at Southbank Centre,≤100,14
1608245282744484,Yorkshire and the Humber Labour Party,The Yorkshire and Humber Labour Party,≤100,26
8555757947,Tearfund,Tearfund,≤100,10
657070411062471,Anas Sarwar,Scottish Labour Party,≤100,1
933322913362463,Selby & District Green Party,Selby & District Green Party,≤100,6
123817579216,Labour South East,The Labour Party,≤100,8
100611146042662,Citizen Reach,CAN Digital Solutions Ltd,≤100,8
143837658998810,WWT,Wildfowl and Wetlands Trust,≤100,4
103222958945190,Reform UK - Mid Bedfordshire,David Holland,≤100,4
698773137204706,Give My View,Built-ID,≤100,3
314545075249245,Glasgow City Council,Spiritmedia Ltd.,≤100,1
265565040237871,USPG,USPG,≤100,11
111451695317787,Steve Tuckwell - The Local Choice,The Conservative Party,≤100,2
111339325988454,The Coders Guild,The Coders Guild,≤100,13
9695206314,Sustrans,Sustrans,≤100,10
358531814192900,Bloomsbury Publishing UK,Bloomsbury Publishing UK,≤100,3
21019330647,Environmental Investigation Agency,Environmental Investigation Agency,≤100,6
126261804063269,Surrey County Council,Surrey County Council,≤100,3
108995912015327,Energy Advice London,Energy Advice London,≤100,15
6366026879,Dogs Trust,Dogs Trust,≤100,4
109403712473243,Bristol Energy Cooperative,Bristol Energy Cooperative,≤100,9
372562307265,Ripple Africa,RIPPLE Africa,≤100,18
157492274367801,Cruelty Free International,Cruelty Free International,≤100,19
159100234275780,UK Government Scotland,Office of the Secretary of State for Scotland,≤100,3
601388547012748,Ecologi,Ecologi,≤100,31
18366996074,War on Want,War on Want,≤100,19
111503161740182,AGBI,AGBI,≤100,4
303760836322372,Bullen Healthcare,Bullen Healthcare,≤100,20
164362913586214,Womankind Worldwide,Womankind Worldwide,≤100,38
7950759473,Cancer Research UK,Cancer Research UK,≤100,5
696599710712291,West Yorkshire Combined Authority,West Yorkshire Combined Authority,≤100,2
5883973269,Liberal Democrats,"and promoted by the Liberal Democrats, 1 Vincent Square, London, SW1P 2PN.",≤100,7
116625838402686,FareShare,FareShare,≤100,13
1536244863288071,Terravesta,Terravesta,≤100,4
1634484040190637,VERSUS,VERSUS,≤100,1
25010947137,ShelterBox,ShelterBox,≤100,18
28986393316,National AIDS Trust,National AIDS Trust,≤100,4
107575265707087,Alistair Strathern for Mid Beds,Labour East,≤100,3
686077084751385,Lee Rowley MP,North Derbyshire Conservatives,≤100,3
293864561226540,Paul Bristow MP,Paul Bristow,≤100,1
112201298348662,Health Equals,Health Equals,≤100,47
