Page ID,Page name,Disclaimer,Amount spent (KES),Number of ads in Library
107725671976672,Willis Evans Otieno,Willis Evans Otieno K'Ochieng,2829,7
149686932284314,Wisley Rotich,Wisley Kipyegon Rotich,1030,1
110408975208360,Talking about matters,Well Made Strategy LLP,369,3
693849871003458,KENYA HOT TODAY,Peris Wambui Mugi,200,2
1743520282644325,National Security Watch,Peris Wambui Mugi,188,3
1913963825321863,Kenya Insights,Peris Wambui Mugi,180,1
105848558790469,"Word Office - Reader, Editor & Viewer",These ads ran without a disclaimer,123,1
2118376161797721,Business Analytica Kenya,Peris Wambui Mugi,123,1
108703681766380,Hustler Media,Robert Waswa Simiyu,121,1
110923661403774,Ma3Route,Peris Wambui Mugi,115,1
327481331073838,The People's Law Society of Kenya,Peris Wambui Mugi,≤100,1
1400771023469241,Anne Waiguru,Gacigi Njagi Gacigi,≤100,1
100321965888531,Mrembo na Kazi,Samuel Mwangi,≤100,1
288496427949814,Hon. Samuel Nartey George,These ads ran without a disclaimer,≤100,1
138756620064262,Fanack.com of the Middle East and North Africa,These ads ran without a disclaimer,≤100,1
402052193189194,Siemens,These ads ran without a disclaimer,≤100,3
102093685620627,Best Diplomats,These ads ran without a disclaimer,≤100,1
116924765152540,Fawezi,These ads ran without a disclaimer,≤100,1
