Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,27579,14
150218985056317,Senator Koko Pimentel,Friends of Senator Koko Pimentel,9999,2
325780477966356,Geo 24/7,Energy Development Corporation,9292,11
48688071399,Greenpeace Philippines,Greenpeace Philippines,6513,6
550013548423077,ECPAT Philippines,ECPAT Philippines with Facebook Ad Credits,5953,2
495629064258114,Lolita Karen Javier,Amor U. Nacional,3596,5
134063767245964,Juvenile Justice and Welfare Council,Juvenile Justice and Welfare Council,3565,8
106621860996841,IOptions Ventures Corp.,iOptions Ventures Corp.,3259,2
1571061213111533,GlobeICON,Globe Telecom,3058,1
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,2499,1
157551009622,U.S. Embassy in the Philippines,U.S. Embassy in the Philippines,2390,2
386570178125149,Senator Win Gatchalian,Senator Win Gatchalian,2342,5
100406438859954,Fight Illicit Trade,Fight Illicit Trade,2338,4
126919387470670,Rufus B. Rodriguez,Rufus Bautista Rodriguez,1829,8
476553329103668,Alex Advincula,Alex Advincula,1818,1
100170811672425,Kyusi,WFPH,1586,16
1759941490758280,Jerry Treñas,Ma. Ruthmar Ignacio Gabileo,1327,20
249691921715548,Commission on Higher Education(CHED),Commission on Higher Education(CHED),1303,2
100932742518320,Tech Hammer,These ads ran without a disclaimer,1303,3
257830240980106,Ronnie Dadivas,Roxas City United,1294,3
1714745698802895,Celso Lobregat,Celso Lorenza Lobregat Iii,1287,1
1332938170076882,Tatak QC,Polsure,1282,4
121096004646927,"Pablo John ""PJ"" Garcia",Friends of PJ Garcia,1199,3
2147575852160385,Congresswoman Ann Matibag,Congresswoman Ann Matibag,1194,4
163550757135020,News5,News5,1148,7
112952897079549,Energy Development Corporation,Energy Development Corporation,1087,1
108155078312735,Councilor Carlo Mendoza,Jan Carlo Castro Mendoza,1000,1
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,988,1
1840292579606063,Jam Jam Baronda,Jam Jam Baronda,948,3
113238417024056,Anna Mae Yu Lamentillo,Anna Mae Yu Lamentillo,908,2
223618785182273,Pilipinas,WFPH,887,11
287303531393321,Christian Niño Lajara,Christian Niño Salva Lajara,864,1
186667502068528,Larry De Costa,WFPH,825,9
107092931016452,Negosyante News,Negosyante News,811,10
104955062184489,BBM Movement,UEEI Consorcia Inc,785,2
774149009339209,The Climate Reality Project Philippines,The Climate Reality Project Philippines,748,11
110985836193,Loren Legarda,Clutch Media,740,1
106066225014933,Board Member Dindo V. Dysico,Ferdinand Villaruz Dysico,692,4
104015742220554,Mimic,These ads ran without a disclaimer,623,1
1922749344643532,The World Tonight,The World Tonight,599,6
115015826622320,Rapid News PH,Rapid News PH,574,7
111856750199257,Konsi Major Gani L. Culanding,Isagani Lumucso Culanding,516,1
705660422953865,About Metro Pacific,WFPH,515,5
113367537918249,Mayor Chao-ig Malannag,Menchie Tabcao Kinao,512,5
100305568984268,EdukNaman,Philippine Business for Education,500,3
265779500134955,SM Supermalls,SM Supermalls,482,3
547821942058909,Radyo Pilipinas Today,WFPH,471,5
109535090749815,The Manila Journal,The Manila Journal,434,6
102338925458321,Rapid News PH Luzon,Rapid News PH,420,5
100668628818013,Bim Ignacio,Ma Angela Escalona Ignacio,420,2
104988244674974,Mobility Awards,The Climate Reality Project Philippines,411,6
105144021839699,Rapid News PH Visayas,Rapid News PH,408,5
102242755468794,Rapid News PH Mindanao,Rapid News PH,401,5
1030706640379655,Pilipinas: Coal Free by 2030,Coal Free Philippines,400,2
106352075165169,e-Boto,e-Boto,380,2
102684712090159,Mayor Glenn Pampolina Flores,Aldwin Garcia Maghirang,370,2
102029749186072,Konsehal Abu Gino-gino,Emil Justin Angelo Guarte Gino-gino,363,1
154386154617,WWF-Philippines,WWF-Philippines,361,3
675526249465359,Rolando A. UY,Jerome L. Jungco,355,2
320130741416822,Special Olympics Pilipinas,Special Olympics Pilipinas,328,6
106673795384293,QC Kalinga sa PWD,Polsure,321,1
101935445680941,Inside Politico,Polsure,319,1
103485942191411,Juan Bulletin,Polsure,317,1
145265112840190,Kasama Ka Sa Pag-Unlad,Polsure,316,1
594546817629223,Negosyo QC,Polsure,314,1
231715557511650,Solo Parents,Polsure,314,1
863532143991600,Office of Member of the Parliament Said Shiek,Mohammad Sheik Pandapatan,284,1
111518131388232,CharityPhilippines.org,CharityPhilippines.Org,283,1
197171390303624,Arlene B. Arcillas,Sharon Bawan De Dios,282,1
109246084265823,Jay Manalo Ilagan,Chicklet Diaz,270,1
100613639077658,Councilor Jomil Serna,Friends and Supporters of Jomil Serna,270,1
332536503771530,Vice Governor Karen Agapay,Edgar Habana Ruado,262,1
104001402372027,Vice Mayor Mark Villaluna Galsim,Mark Francis Villaluna Galsim,259,1
100958735357252,Michael 'MB' Balindoa,Michael Balindoa,258,1
1512452085732585,Stratbase ADR Institute,Stratbase ADR Institute,247,1
100262295333622,USWAG Ilonggo Party-list,USWAG Ilonggo Party-list,245,1
126632405951309,Rambo Olegario,Irina Kristi Bagongon Pidor,243,1
468412290319730,Robinsons Land,These ads ran without a disclaimer,228,5
100313215919594,Konsehal Nikki Ayuban,Patrick Lim Ayuban,221,1
186659698074780,David Pack,These ads ran without a disclaimer,215,1
229162103880856,Wanna Fact PH,WFPH,211,2
2103172176611007,Aksyon Demokratiko,Aksyon Demokratiko,200,1
105691871912480,Joel B. Tingbaoen Jr.,Joel B. Tingbaoen,196,1
103492035442667,Governor Bai Ainee Sinsuat,Governor Bai Ainee Sinsuat,189,1
107562098357123,Councilor Efren Abad De Vera Sr.,Kane Zyril Rayat Bernardino,186,1
227733163959394,Stargate PeopleAsia,Stargate PeopleAsia,183,2
1400141540285408,Paolo Ortega -Paower,Paolo Ortega -Paower,182,1
102670618102667,Mayor JR Santos,Angelica Nerie De Vera Santos,182,2
107121854955061,Cong Jay Khonghun,Mark Alfonso Gonzales,175,1
404729389612751,"Teodorico ""Nonong"" T Haresco, Jr",BIHA-MPC : People of Aklan,168,2
106982168432828,AGRI Party-list,AGRI Party-list,160,4
234749586876960,Tyron Uy,Team Walang Iwanan,156,1
290009901573686,SK Federation of Pagbilao,Josie Irma Roqueza Luce,155,1
555503991321280,Geraldine Roman,Sulong Pilipinas,154,6
1834423440210624,"Bantay Konsyumer, Kalsada, Kuryente","Bantay Konsyumer, Kalsada, Kuryente",153,1
102070751171612,Tuloy Ang Aksyon Konsehala RL Leachon,Ronalee Escondo Leachon,147,1
1699316566966583,Michael Aquino,Gerrie Lyn Bartolo Mapilisan-Baylon,141,2
406656099381045,Jose Ma Montelibano's Blog,Jose Ma. Locsin Montelibano,140,1
269175894020945,Radyo Pilipinas Today,WFPH,138,3
107439155989086,USAID Philippines,These ads ran without a disclaimer,131,1
110648848539107,Pangasinan Push Bike,These ads ran without a disclaimer,126,1
108276595097870,Neptali Bacuso Camsol,Jonathan Malinias Camsol,124,1
100770729339080,Cong. Wilbert Lee,Cong. Wilbert Lee,122,3
114857213210297,Ninong Dela Cruz,Batang Malabon'yan Movement,122,2
109515814905110,4Ps Party-list,4Ps Party-list,120,1
133006910363787,"Reynante ""Jowar"" S. Bautista",Lesslie Tigas Bautista,119,1
100528022689066,Association of Concerned Citizens - WV,Jake Delos Reyes,116,3
108272680912431,Reynaldo Sucayan Tamayo Jr.,Reynard Huertas Navarro,114,1
1294846760536457,Hope From Within,These ads ran without a disclaimer,113,3
1713587738738869,Prayer & Passports,These ads ran without a disclaimer,113,1
387099348540838,Vice Mayor Ninong Dela Cruz,Vice Mayor Ninong Dela Cruz,113,1
107486958281442,Engr. Ronald Ang - Ang kalamboan sa tanan,Ronald Lao Ang,109,1
1706379116093495,Councilor Michael Roxas Dy,Michael Roxas Dy,≤100,2
103278881030727,Borongan City Information Office,Steven Aboniawan Santisteban,≤100,1
532990460082661,"Senator Ronald ""Bato"" Dela Rosa",Senate of the Philippines,≤100,1
388689438381348,Mike Defensor,The Mike Defensor Organization,≤100,1
247331620535579,Mike Defensor,The Mike Defensor Organization,≤100,1
116877730169772,Atty. Ana Alvarez,Jan Ione Royo Salveron,≤100,1
1125040617655869,Kuya Vice Joel Badongen,Joel Baingan Badongen,≤100,1
104798888951942,Asian Century PH,Asian Century PH,≤100,1
