Page ID,Page name,Disclaimer,Amount spent (TWD),Number of ads in Library
148475335184300,Greenpeace 綠色和平 (台灣網站),Greenpeace 綠色和平 (台灣網站),18727,46
101046209392101,新事貸-新鑫特優經銷商,新事貸-新鑫特優經銷商,15447,1
104499778172400,臺灣雷伊漢勒世界公民中心,臺灣雷伊漢勒世界公民中心,13929,40
238507146264909,國際特赦組織 台灣分會 Amnesty International Taiwan,國際特赦組織 台灣分會 Amnesty International Taiwan,13431,108
693907914395620,良杯製所 Oolab,良杯製所 Oolab,11948,11
467933563234921,南門書局-網路圖書名店、也有實體店面，誠信可靠！,玉河 孫,7918,8
106801464127093,目目非營利 MUVE NPO,目目非營利,6335,17
105864701769057,瑞馳智庫學院,瑞馳智庫股份有限公司,6105,4
177161918975981,基督教芥菜種會,基督教芥菜種會,4509,32
127493753123,星城Online,These ads ran without a disclaimer,4397,4
179608846121604,富達投信 Fidelity International - Taiwan,富達投信 Fidelity International - Taiwan,4048,2
215213505975,FUNDAY英語教育,FUNDAY英語教育,3624,6
1436850183290438,One-Forty,One-Forty,3301,13
1855418728011324,鏡週刊,鏡週刊,3107,1
235679595900,民視新聞,民視新聞,2905,7
211730475524462,大陸委員會,大陸委員會,2604,5
104381935820077,南方，寂寞鐵道 On The Train,貝殼放大股份有限公司,2536,17
201785650801,亞洲大學(Asia University Taiwan),亞洲大學,2510,2
1649523455281990,遠山呼喚,遠山呼喚,2422,4
286487218798,遠見雜誌,遠見雜誌,2224,4
110699089014688,三立新聞,三立新聞,2201,7
628210660663641,自由時報地產天下,自由時報地產天下,2105,2
465616346853075,RE-THINK 重新思考,RE-THINK 重新思考,2063,16
390569611008641,願景工程基金會 Vision Project,願景工程基金會,1902,34
1537741526464370,桃園市議長邱奕勝,奕勝 邱,1898,3
109462390640602,企業勞動法務管理顧問-勞動契約、勞資爭議、勞務健檢、教育訓練、法律事務、法律風險控管,芸廷 林,1281,31
1649151078446134,卓冠廷,冠廷卓,1260,17
126361734041343,鳳凰國際公關顧問有限公司,志傑 邵,1215,4
1487218698275407,南門書局二店-網路特價書店-也有實體店面，價格親民，誠信可靠的老店。（師友文化）,玉河 孫,1188,2
569626243213799,生鮮時書,生鮮時書,1142,9
219315794887869,聯合報,聯合報股份有限公司,1094,4
200363073753153,彩虹平權大平台,彩虹平權大平台,1080,1
1847777185521418,放言 Fount Media,放言科技傳媒股份有限公司,1034,10
347432368933987,LINE TODAY Taiwan,LINE TODAY Taiwan,967,2
101355918337667,地天泰國際顧問有限公司,地天泰國際顧問有限公司,967,8
104624290080479,張育美,翊斌黃,943,3
127628276929,天下雜誌,天下雜誌,888,29
2076282802683734,桃園好農,桃園好農,885,3
218662974825481,王惠美,王惠美,843,2
148475335184300,Greenpeace 綠色和平 (台灣網站),These ads ran without a disclaimer,828,8
555403217887724,台灣國際器官移植關懷協會（Taicot）,台灣國際器官移植關懷協會（Taicot）,821,2
171759036215066,創世紀不動產教育訓練中心,Micky  Wu,775,16
123082847747496,婦女救援基金會,財團法人台北市婦女救援社會福利事業基金會,762,2
189061482332,張嘉郡,嘉郡張,731,2
170671044596,天主教善牧基金會,天主教善牧基金會,713,15
103640919705348,綠色公民行動聯盟Green Citizens' Action Alliance,綠色公民行動聯盟Green Citizens' Action Alliance,703,3
104013138750678,翁震州,震州 翁,694,3
105035232199398,唐楷瀚 大直大小事,唐楷瀚,691,1
149004300631630,鄧凱勛 Kai,凱勛 鄧,669,2
154631861234059,吳秉叡,吳秉叡,642,2
201107280815936,潔淨學-不咬手潔淨體貼,永勝 許,640,7
701317096548097,許展維,許展維,596,2
1452376615040708,遠雄集團,遠雄集團,584,2
191690867518507,江啟臣,江啟臣,580,2
359293781476624,看護達人 華鎰仲介,看護達人 華鎰仲介,571,7
460410744059213,TotalEnergies,沛儒謝,522,2
485234848883915,豬董沙茶爐-新市總店,These ads ran without a disclaimer,514,1
195094157238158,好立委 楊瓊瓔,宛儀林,504,4
1837393259853915,正直敢言-林祈烽,柏德 林,492,1
158025223269,今周刊,今周刊,471,5
436843193180529,Unipapa,Unipapa,470,11
1629474157289221,小牛頓,小牛頓科學教育有限公司,461,6
794188814045662,新業建設 Hsinyeh,新業建設股份有限公司,438,1
100971679482122,2222-《未來選擇地》,2222,400,2
784013591704650,彰化市公所,彰化市公所,399,1
111492473939003,最便宜汽車影音專賣店,These ads ran without a disclaimer,397,1
555448224595231,許立丕後援會粉絲團,立丕 許,391,3
125386714156073,天使心家族社會福利基金會,天使心家族社會福利基金會,390,5
145317722271976,阿嬤家- 和平與女性人權館,財團法人台北市婦女救援社會福利事業基金會,375,1
2199675410320212,台灣制憲基金會 TNC,台灣制憲基金會 TNC,337,1
194832457212,天下文化,These ads ran without a disclaimer,328,1
101297638763256,識媒體,識媒體,313,8
188358792124,聯經出版,聯經出版,303,1
314757905313275,饒慶鈴,台東縣政府,297,1
103141681121150,城市學,遠見雜誌,293,1
267210596804238,啟德機械起重工程-股公司,鈺梅蔡,285,1
237483602952352,黃適卓,適卓 黃,275,2
2142074882525226,張智倫,張智倫,229,1
322447507832934,文茜的世界周報 Sisy's World News,文耀胡,208,1
575747599156894,環境資訊中心,台灣環境資訊協會,206,2
441685342920785,張廖乃綸,張廖乃綸,205,2
131410820262008,宏其婦幼醫院,宏其婦幼醫院,204,1
202921733128123,黃露慧 Lulu,黃露慧,203,2
107162861090654,法律協會-前置協商  更生 清算  免費諮詢,Yaya Lin,200,3
111654304644525,藍青挺,凱勛 鄧,198,1
101718182459153,天秤座戰士,Companionship Digital,197,2
226660410787355,民視體育新聞,民視新聞,193,3
239512030682497,第一手星聞,民視新聞,191,3
679518422104905,民視全球新聞,民視新聞,191,4
114159468223784,張建焜-行動發光 照亮青商,林杰,190,2
102411719983,舒翠玲,翠玲 舒,188,2
103993244913942,Milly & Sissy 台灣,Stephanie Hsu,173,2
174094425951157,郭信良,郭信良,169,1
1992951864115792,周柏吟,柏吟周,166,1
546919432374583,台灣三井不動產－投資顧問部,緻霖高,160,1
796994720374176,鳴人堂,鳴人堂,154,1
107561193936634,南投小鋼炮曾琮愷,歷軒郭,144,1
487213414986961,數位外交行動計畫 Digital Diplomacy,Joy  Hu,143,1
125534862174582,法律萬狀通-書狀生成,法律萬狀通-書狀生成,140,3
109946254161907,Tommy 獨立理財顧問,詠程 許,139,1
1503745219913314,"孫大千Sun, Ta-Chien",宜軒 李,138,2
109181965386223,花蓮囝仔 李振瑋,馮茂智,132,1
108104932054778,Dương Duy Shop Taiwan,These ads ran without a disclaimer,132,1
112571907179969,玩霸教育,思揚 蘇,131,1
109102494044631,貝感幸福：一起放大助人夢想,These ads ran without a disclaimer,116,3
