Location name,Amount spent (ZAR)
Eastern Cape,606
Free State,481
Gauteng,2983
KwaZulu-Natal,1008
Limpopo,274
Mpumalanga,303
North West,246
Northern Cape,286
Unknown,≤100
Western Cape,10106
