Page ID,Page name,Disclaimer,Amount spent (UYU),Number of ads in Library
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,8412,4
462231230512015,Carlos Albisu,Carlos Gabriel Albisu Emed,993,1
339506493370193,Richard Sander,Richard Saul Sander Darín,769,4
2229936167288652,Juan Sartori,Equipo Juan Sartori,658,2
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,449,2
308762172579887,Rodrigo Goñi Reyes,Maria Florencia Porro,155,2
1496397947313142,Edil Diego Guevara,Diego Enmanuel Guevara Crosi,152,1
860395507438977,Compromiso con el cambio,Santiago Raffo Arias,125,1
102652064888705,REDUY.net,REDUY,122,1
103988995047541,Diputada Nancy Nuñez Soler,Nancy Estela del Pilar Nuñez Soler,106,1
110647840532680,Merge Mayor,These ads ran without a disclaimer,≤100,1
101141362593364,CAM en Español,These ads ran without a disclaimer,≤100,2
165042833621264,Schneider Electric,These ads ran without a disclaimer,≤100,9
515292708481100,Cambio Climático & Calentamiento Global,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
747420075340256,El Agricultor Primero,These ads ran without a disclaimer,≤100,1
239295866437866,Eagle Natural Resources,These ads ran without a disclaimer,≤100,1
427787940590188,Радио Китай,These ads ran without a disclaimer,≤100,2
206871509410716,Clacso - Consejo Latinoamericano de Ciencias Sociales,These ads ran without a disclaimer,≤100,2
185999151456481,Somatic Experiencing International,These ads ran without a disclaimer,≤100,1
2272485479733990,Consulate General of China in Erbil,These ads ran without a disclaimer,≤100,1
405379246524515,DHL Express,These ads ran without a disclaimer,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,1
1917715138510680,Follow Your Legend,These ads ran without a disclaimer,≤100,2
134571176638205,One Tree Planted,These ads ran without a disclaimer,≤100,4
