Location name,Amount spent (CZK)
Central Bohemian Region,12436
Hradec Králové Region,4660
Karlovy Vary Region,2582
Liberec Region,3661
Moravian-Silesian Region,9319
Olomouc Region,4969
Pardubice Region,4015
Plzeň Region,5328
Prague,27718
South Bohemian Region,5037
South Moravian Region,13104
Unknown,≤100
Vysočina Region,3888
Zlín Region,5004
Ústí nad Labem Region,6234
