Location name,Amount spent (PKR)
Azad Kashmir,1412
Balochistan,1275
Federally Administered Tribal Areas,313
Gilgit-Baltistan,687
Islamabad Capital Territory,1284
Khyber Pakhtunkhwa,6766
Punjab,16792
Sindh,9072
Unknown,≤100
