Location name,Amount spent (TRY)
Adana Province,1490
Adıyaman Province,≤100
Afyonkarahisar Province,300
Aksaray Province,254
Amasya Province,111
Ankara Province,2180
Antalya Province,983
Ardahan Province,≤100
Artvin Province,≤100
Aydın Province,360
Ağrı Province,≤100
Balıkesir Province,522
Bartın Province,≤100
Batman Province,≤100
Bayburt Province,≤100
Bilecik Province,≤100
Bingöl Province,≤100
Bitlis Province,≤100
Bolu Province,≤100
Burdur Province,≤100
Bursa Province,817
Denizli Province,204
Diyarbakır Province,103
Düzce Province,≤100
Edirne Province,≤100
Elazığ Province,≤100
Erzincan Province,≤100
Erzurum Province,≤100
Eskişehir Province,2092
Gaziantep Province,310
Giresun Province,≤100
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,234
Isparta Province,≤100
Istanbul Province,7675
Iğdır Province,≤100
Kahramanmaraş Province,108
Karabük Province,≤100
Karaman Province,≤100
Kars Province,≤100
Kastamonu Province,≤100
Kayseri Province,201
Kilis Province,≤100
Kocaeli Province,194
Konya Province,286
Kütahya Province,≤100
Kırklareli Province,≤100
Kırıkkale Province,140
Kırşehir Province,117
Malatya Province,≤100
Manisa Province,441
Mardin Province,≤100
Mersin Province,1182
Muğla Province,293
Muş Province,≤100
Nevşehir Province,≤100
Niğde Province,≤100
Ordu Province,267
Osmaniye Province,185
Rize Province,≤100
Sakarya Province,≤100
Samsun Province,217
Siirt Province,≤100
Sinop Province,≤100
Sivas Province,≤100
Tekirdağ Province,667
Tokat Province,≤100
Trabzon Province,156
Tunceli Province,≤100
Unknown,≤100
Uşak Province,≤100
Van Province,≤100
Yalova Province,≤100
Yozgat Province,≤100
Zonguldak Province,≤100
Çanakkale Province,231
Çankırı Province,≤100
Çorum Province,116
İzmir Province,1978
Şanlıurfa Province,138
Şırnak Province,≤100
