Location name,Amount spent (ZAR)
Eastern Cape,1386
Free State,1045
Gauteng,12826
KwaZulu-Natal,3077
Limpopo,1036
Mpumalanga,965
North West,2013
Northern Cape,284
Unknown,≤100
Western Cape,11138
