Location name,Amount spent (NZD)
Auckland Region,3306
Bay of Plenty Region,591
Canterbury,1251
Cook Islands,≤100
Gisborne District,≤100
Hawke's Bay,438
Manawatu-Wanganui,453
Marlborough Region,≤100
Nelson Province,139
Niue,≤100
Northland Region,306
Otago,457
Southland,198
Taranaki,231
Tasman District,≤100
Unknown,≤100
Waikato,921
Wellington Region,949
West Coast,≤100
