Page ID,Page name,Disclaimer,Amount spent (EGP),Number of ads in Library
113432613540693,وزارة الصحة والسكان المصرية,وزارة الصحة والسكان المصرية,78936,227
753073385045504,Elsaha - الساحة,These ads ran without a disclaimer,4884,1
106088658611833,المرشح الرئاسى احمد الفضالى,المرشح الرئاسى احمد الفضالى,3820,5
384511478794856,Thndr ثاندر,These ads ran without a disclaimer,3604,5
104276078212663,محافظتك لحظة بلحظة,محافظتك لحظة بلحظة,3071,1
798673866859390,ETC TV,ETC TV,2783,36
112955485159674,مدحت الكمار ــ Medhat Al.Kammar,مدحت محمد عطية الكمار,777,2
101413676017001,Box2Box مع محمد شبانة,Box2Box مع محمد شبانة,764,2
181524565276709,الهلال الأحمر المصري - Egyptian Red Crescent,الهلال الأحمر المصري - Egyptian Red Crescent,744,11
103395314662888,حزب الشعب الجمهوري - مصر,حزب الشعب الجمهوري - مصر,686,3
101009088774421,حزب حماة الوطن,حزب حماة الوطن,550,10
1632636017007559,Mohamed Mostafa Elsallab محمد مصطفي السلاب,Mohamed Mostafa Elsallab محمد مصطفي السلاب,455,6
117690156743688,النائب حافظ عمران,النائب حافظ عمران,434,5
963424467011784,أحمد فتحي - Ahmed Fathy,أحمد فتحي - Ahmed Fathy,404,3
108409335277968,سنتر جراند اوزون المعادي,سنتر جراند اوزون المعادي,378,10
279224125621229,قناة مكملين - الرسمية,These ads ran without a disclaimer,336,2
102806525317449,Delta Landmark,Delta Landmark,299,3
100369079577438,نقابة المحامين المصرية,نقابة المحامين المصرية,284,4
101586878327765,Hassanein Tawfiq - حسانين توفيق,Hassanein Tawfiq - حسانين توفيق,261,7
101490162995269,محمد مصطفى فؤاد,These ads ran without a disclaimer,254,1
535371883202755,Freddy Elbaiady  صفحة فريدي البياضي,smc egypt,244,1
911070995714552,Merty Pharma,These ads ran without a disclaimer,229,1
270848276809900,حزب مستقبل وطن - أمانة الدقهلية,حزب مستقبل وطن - أمانة الدقهلية,217,3
118992379972310,Fatmah Selim - فاطمة سليم,Fatmah Selim - فاطمة سليم,214,7
103745798627292,المستشار ماهر ميلاد اسكندر,المستشار ماهر ميلاد اسكندر,204,1
192320965049184,الإعلامية نيفين منصور,الإعلامية نيفين منصور,201,2
103571604973098,هشام حسين - Hesham Hussein,هشام حسين - Hesham Hussein,194,3
1994786354105727,النائب أحمد فرغلى,النائب أحمد فرغلى,184,1
101361307958442,Mohamad ElGarhy,Mohamad ElGarhy,175,1
109403378629606,Allure,These ads ran without a disclaimer,164,1
308088503057656,النائب محمود عصام,النائب محمود عصام,144,4
100835565731657,Ahmed Amin Massoud - أحمد أمين مسعود,Ahmed Amin Massoud - أحمد أمين مسعود,122,1
176956519017843,الحزب المصري الديمقراطي الاجتماعي,الحزب المصري الديمقراطي الاجتماعي,122,1
112884131660592,أسامة جاويش-Osama Gaweesh,These ads ran without a disclaimer,116,2
109007530967790,Mohamed Hussein ElHamamy  - النائب محمد حسين الحمامى,Mohamed Hussein ElHamamy  - النائب محمد حسين الحمامى,112,1
900337800058784,برنامج الو مكملين,These ads ran without a disclaimer,105,2
354968941204659,الدكتور أيمن أبو العلا عضو مجلس النواب,الدكتور أيمن أبو العلا عضو مجلس النواب,104,3
102765221685871,كشف فساد مجلس اداره قريه ذهبيه,كشف فساد مجلس اداره قريه ذهبيه,102,2
103291013528894,Dr.Mokhtar Gomaa,Dr.Mokhtar Gomaa,≤100,1
666470146818916,مؤسسة جبر القلوب - GabrAlqulub,مؤسسة جبر القلوب - GabrAlqulub,≤100,1
291809778339184,أحوال مصرية,These ads ran without a disclaimer,≤100,1
678347099018206,بتوقيت النجع,بتوقيت النجع,≤100,1
110877857406073,المهندس حسام لبن,المهندس حسام لبن,≤100,2
106450555171099,مجدي البري - Magdy Elbery,مجدي البري - Magdy Elbery,≤100,2
1820248258210747,الرابطة المصرية لدعم مرضى السرطان,These ads ran without a disclaimer,≤100,1
2985002234873227,المعهد العالي للهندسة والتكنولوجيا بالمنزلة,These ads ran without a disclaimer,≤100,1
105872082337085,النائب أحمد عبدالجواد,النائب أحمد عبدالجواد,≤100,2
318749652165610,مؤسسة آل سعيد الشبراوي للتنمية,مؤسسة آل سعيد الشبراوي للتنمية,≤100,1
116198810247890,المحاسب مجدي الأمير - عضو مجلس النواب المصري,المحاسب مجدي الأمير - عضو مجلس النواب المصري,≤100,1
109656438648399,RT Arabic روسيا اليوم - مصر,RT Arabic روسيا اليوم - مصر,≤100,1
1413865078937963,مركز الخبراء لطب و جراحة العيون,These ads ran without a disclaimer,≤100,1
101394739489534,الصفحة الرسمية للمهندس هشام علما,الصفحة الرسمية للمهندس هشام علما,≤100,1
118357181294201,Linkin Agency,These ads ran without a disclaimer,≤100,1
414432332444572,Sameh ELShimy - النائب/سامح الشيمي,Sameh ELShimy - النائب/سامح الشيمي,≤100,2
102752291431181,المهندس حازم الجندي - Hazem ElGendy,المهندس حازم الجندي - Hazem ElGendy,≤100,1
113116788282087,عبد الغفار,These ads ran without a disclaimer,≤100,1
100946212320973,صيدلية د عبدالرحمن العمدة A.E Pharmacy,These ads ran without a disclaimer,≤100,1
103774671417468,أمين جابر الصيرفى - عضو مجلس الشيوخ,أمين جابر الصيرفى - عضو مجلس الشيوخ,≤100,1
595025640685644,النائبة شيرين عبد العزيز - Sherin abdelaziz,النائبة شيرين عبد العزيز - Sherin abdelaziz,≤100,1
101248379544698,حزب صوت الشعب - الأمانة العامة,Command,≤100,1
108433482060883,Hosam Rezk,These ads ran without a disclaimer,≤100,1
118932207798163,Rehab Eltehewy - رحاب التحيوي,Rehab Eltehewy - رحاب التحيوي,≤100,1
140169219384508,Shopping From Amazon to Egypt,These ads ran without a disclaimer,≤100,1
117197414641940,أحمد سمير - الصفحــة الرسمية,These ads ran without a disclaimer,≤100,2
107096734501088,النائبة منى عمر عضو مجلس النواب,النائبة منى عمر عضو مجلس النواب,≤100,1
