Location name,Amount spent (CHF)
Aargau,178
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,123
Basel-Landschaft,≤100
Bern,313
Canton of Geneva,276
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,130
Fribourg,125
Graubünden,≤100
Jura,≤100
Luzern,≤100
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,103
Ticino,142
Unknown,≤100
Uri,≤100
Valais,150
Vaud,298
Zug,≤100
Zürich,631
