Location name,Amount spent (VEF)
Amazonas,142501
Anzoátegui,22883190
Apure,852812
Aragua,4228984
Barinas,2227595
Bolívar (state),4853535
Capital District,11280742
Carabobo,21343142
Cojedes,14532504
Delta Amacuro,217504
Falcón,2485362
Guárico,1680643
Lara,10345510
Miranda (state),3366297
Monagas,1711856
Mérida,3325380
Nueva Esparta,16205344
Portuguesa,2532583
Sucre,1357515
Trujillo,1897547
Táchira,6471820
Unknown,35003
Vargas,935035
Yaracuy,2174987
Zulia,23211438
