Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,920
Bicol Region,7113
Cagayan Valley,3785
Calabarzon,22171
Caraga,2403
Central Luzon,14510
Central Visayas,11987
Cordillera Administrative Region,1678
Davao Region,4466
Eastern Visayas,4598
Ilocos Region,5330
Metro Manila,35355
Mimaropa,3040
Northern Mindanao,5320
Soccsksargen,3867
Unknown,≤100
Western Visayas,16467
Zamboanga Peninsula,2536
