Location name,Amount spent (NOK)
Akershus,4962
Aust-Agder,947
Buskerud,1553
Finnmark,249
Hedmark,713
Hordaland,1976
Møre og Romsdal,1047
Nord-Trøndelag,394
Nordland,790
Oppland,693
Oslo,7140
Rogaland,2365
Sogn og Fjordane,313
Sør-Trøndelag,1196
Telemark,1274
Troms,584
Unknown,≤100
Vest-Agder,2612
Vestfold,1161
Østfold,1458
