Location name,Amount spent (CZK)
Central Bohemian Region,9517
Hradec Králové Region,4065
Karlovy Vary Region,2178
Liberec Region,3116
Moravian-Silesian Region,8870
Olomouc Region,4614
Pardubice Region,3882
Plzeň Region,4581
Prague,18587
South Bohemian Region,4463
South Moravian Region,10463
Unknown,≤100
Vysočina Region,3344
Zlín Region,4218
Ústí nad Labem Region,7240
