Location name,Amount spent (NZD)
Auckland Region,3473
Bay of Plenty Region,644
Canterbury,1395
Cook Islands,≤100
Gisborne District,≤100
Hawke's Bay,332
Manawatu-Wanganui,554
Marlborough Region,≤100
Nelson Province,151
Niue,≤100
Northland Region,370
Otago,484
Southland,231
Taranaki,268
Tasman District,≤100
Unknown,≤100
Waikato,1017
Wellington Region,1224
West Coast,≤100
