Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
118527638180849,Ministerio de la Mujer y la Equidad de Género,Negocios de Familia,256752,3
118527638180849,Ministerio de la Mujer y la Equidad de Género,Eduardo Nicolas Pizarro Fuentes,255252,3
1548643738480723,Asistencia Deudores,Asistencia Deudores,148933,10
129833740366796,Recetas Nestlé Chile,These ads ran without a disclaimer,116907,1
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,96686,4
356972484624,Gensuite,Gensuite,82995,6
105798328215264,Asistencia Familia,Asistencia Familia,80980,2
68793499001,UNICEF,UNICEF with Facebook Ad Credits,79621,8
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,78426,6
113194374358815,Compromiso Minero Chile,Compromiso Minero,61577,6
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,56103,2
273168169362020,Ministerio de Salud Chile,Ministerio de Salud,48876,3
100447419569628,Demócratas Chile,Demócratas,45919,36
386634201382499,Marco Enriquez-Ominami,Marco Antonio Enríquez-Ominami Gumucio,43599,3
103030962615298,Chile YAAC,Chile YAAC,41179,5
104189318481439,Minería y Futuro,Mineria y Futuro,41042,7
527441447268308,Copec,COPEC S.A.,40418,3
103527991214141,Cero DICOM,Cero Dicom,32434,5
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,29995,1
181189911970230,Alberto Undurraga V,Alberto Undurraga Vicuña,28957,1
922533087852291,Luis Malla Diputado,Luis Fabián Malla Valenzuela,28389,3
317374934946185,AIEP,Instituto Profesional AIEP,25880,1
109339288407350,Santuario Quitralco,Santuario Quitralco,24062,1
209448929103954,Ministerio de Educación,Ministerio de Educación de Chile,21881,3
100826904957145,Centro Científico Tecnológico Región de Antofagasta,CICITEM,17173,1
104224427947088,Circula el Plástico,Metrix,16956,8
120295334652273,Enrique Van Rysselberghe Herrera,Enrique Van Rysselberghe Herrera,16375,8
26929188652,El Observatodo,MiVoz.cl,16265,30
1575217122560418,Juan Ramón Godoy,Juan Ramón Godoy,15781,10
126170624336,Amnistía Internacional - Chile,Amnistía Internacional Chile,13637,7
121717528487698,Confidence Chile,Confidence Chile SPA,13064,23
391338058160314,Desafío Chile Sin Basura,Benjamín Jose Cruz Pacheco,12001,2
188679281168693,Confederación de Trabajadores del Cobre,Confederación de Trabajadores del Cobre (CTC-Chile),10702,7
109626371709961,Salmones Austral,Salmones Austral,10602,8
214215822426016,Punto Prensa,Punto Prensa SPA,10465,2
1101427233255754,Christopher White,Christopher White Bahamondes,10228,13
756450494522524,Andrés Jouannet Diputado,Andrés Alfonso Jouannet Valderrama,9817,6
1436530563295625,El Líbero,Sociedad Periodística El Líbero S.A,9597,1
106436551981059,Amarillos Por Chile,Amarillos por Chile,8935,7
327245427354443,Isapre Banmédica,These ads ran without a disclaimer,8924,2
100537472438913,Futuro Madera,Agencia Valiente,8838,1
293103284121826,Fundación Para el Progreso,Fundación Para el Progreso,7648,3
1567607313249689,Cristobal Martinez Diputado,Cristián Rodríguez,7000,2
1164526883619039,Joel Olmos E. Alcalde de La Cisterna,Joel Andrés Olmos Espinoza,6526,2
104684192398328,Francisco Corral Macías,Gerard Henri Joffre Pavez,6338,2
