Page ID,Page name,Disclaimer,Amount spent (TRY),Number of ads in Library
76599755300,Kemal Kılıçdaroğlu,Kemal Kılıçdaroğlu,358151,50
141870402543282,AK Parti,Ak Parti,251980,22
111436922211991,AK Parti İstanbul,AK Parti İstanbul İl Başkanlığı,169542,27
877839188967827,Büyük Türkiye,Adem Demirkol,56147,33
176338225842984,Yeşil Sol Parti,Yeşil Sol Parti,40311,42
373938392217,AK PARTİ ANKARA İL BAŞKANLIĞI,AK PARTİ ANKARA İL BAŞKANLIĞI,25368,4
158829607558395,Milliyetçi Hareket Partisi (MHP),Milliyetçi Hareket Partisi (MHP),23445,59
144295649058307,Ekrem İmamoğlu,Ekrem İmamoğlu,23267,25
102095934751904,Deva Partisi,Deva Partisi,21375,14
497191817041688,Erdoğan Gönüllüleri,Woo Medya ve Organizasyon Ltd Şti,18071,50
510344522371733,Oy ve Ötesi,Oy ve Ötesi,17069,22
107621395263001,Bilge Yılmaz,Bilge Yılmaz,15130,3
462963834529864,Levent Uysal,Levent Uysal,14851,12
108489785274410,Mot hai ba bon 1234,These ads ran without a disclaimer,13135,1
417251848779475,Mehmet Ersoy,Mehmet Ersoy,13028,10
562429187164086,Hilmi Türkmen,Üsküdar Belediyesi,8215,4
338192240782851,Davut Gürkan,Davut Gürkan,7631,1
180404128680446,Dr. Şadi YAZICI,Dr. Şadi YAZICI,7301,6
1160506840785202,Murat Kurum,Murat Kurum,6083,2
1930475813747433,Anket Araştırma Merkezi,Rukiye Şeyma Aydın,5540,24
804210899660885,Ahmet Katar,Ahmet Katar,5418,19
772187612859346,Erkan Haberal,Erkan Haberal,4872,6
108107585034488,Bahadır Erdem,Bahadır Erdem,4502,7
115775001476010,Bilal Saygılı,Muhammet Bilal Saygılı,4453,11
115213624871864,Bahadır Bumin Özarslan,Halil Ibrahim Yilmaz,4449,31
118519987873082,Nebi Hatipoğlu,Orangefox Agency,4429,15
1414815935509791,MHP Kayseri Milletvekili Baki Ersoy,Latif Ersoy,4396,20
851556338241562,Ayşen Kurt,Ayşen Kurt,4340,6
122089247452746,Osman Seçgin,Osman Avci,3836,8
255216477892758,CHP Ankara İl Başkanlığı,Anıl Can Arslan,3637,26
1998130653848755,Ramazan Kaşlı  MHP Aksaray Milletvekili,Ramazan Kaşlı  MHP Aksaray Milletvekili,3619,37
575755372513811,Muhittin Böcek,Antalya Büyükşehir Belediyesi,3360,13
2055232158049015,Dr.Şahin Talus,Dr.Şahin Talus,3184,28
1807684336017268,Rıdvan Eşin,Gökhan Öztürk,3051,6
104555602151780,Ebrar Nura Umutol,Emrah Bilaloglu,2844,2
378633122196492,Lutfullah Kayalar,Serhan Kayalar,2790,20
105051945092974,Memleket Partisi,Mustafa Çağlayan,2414,12
110222395380504,Vedat Necmettin Arslanoğlu,Vedat Necmettin Arslanoğlu,2323,3
105930572489375,Mehmet Ali Karamemiş Çankırı Milletvekili Adayı,Mehmet Ali Karamemiş,2319,5
294889615437,Sinan Oğan,Sinan Oğan,2260,1
105797409159485,Sururi Çorabatır,Idecon Etkinlik Yönetimi Reklam Medya İletişimi ve Danışmanlık Tic. Ltd. Şti,2246,18
659591417849852,Biz Muhalefetiz,Adem Demirkol,2084,1
100431406701471,Internethaber,Internethaber,2005,2
1532389387082678,Sarıçam Belediyesi,BİLAL ULUDAĞ,1956,1
319726958236378,Turan Yaldır,Turan Yaldır,1877,12
106914705713682,Elvan Işık Gezmiş,Elvan Gezmis,1750,7
425757864244456,Süleyman Karaman,Ali Umar,1580,4
191453580768,Yeni Şafak,Piri Medya Anonim Sirketi,1506,13
426339260809702,Oğul Aktuna,Oğul Aktuna,1486,4
528071707564813,Uğurhan Tiryaki,Uğurhan Tiryaki,1450,2
111162852275902,Uluslararası Af Örgütü Türkiye Şubesi,Uluslararası Af Örgütü Türkiye Şubesi,1425,16
107487660764415,Hasan Ekici,Bekir Karakuş,1416,2
103728271055286,Selçuk Kılıçaslan,Selcuk Kilicaslan,1411,2
122362084136699,evrimbalbaloglu,Evrim Balbaloglu,1381,1
1631624877069673,Selim Çakır,Selim Çakır,1332,6
118016654594649,Seda KÂYA ÖSEN,Seda Kaya Ösen,1324,4
1507047782923237,MHP Ankara İl Başkanlığı,MHP Ankara İl Başkanlığı,1311,8
459314071262613,Zeynettin Aydın,Zeynettin Aydın,1306,13
254110651270938,Mustafa DESTİCİ,Mustafa DESTİCİ,1275,4
2038469613118937,Mustafa Zavlak,Mustafa Zavlak,1258,38
191902777500324,OTAG TV,Levent Açıkgöz,1231,3
113488565046764,Av. Arslan Bolat,Av Arslan Bolat,1211,6
101316846258251,İbrahim Şenel,Ibrahim Şenel,1210,11
100562259259829,Ümit Özlale,Ümit Özlale,1208,1
719183108201915,Abdullah AKIN,Oktay Aydın,1127,4
500796300357232,Turgay Baştuğ,Milliyetçi Hareket Partisi Ankara İl Başkanlığı,1122,11
196374208371,ALİ KESKİNKILIÇ,Ali Keskinkılıç,1095,7
111887268543713,Fatih Meşe,Abdürrahim Kır,1095,3
209175722605698,Saffet Sancaklı,Saffet Sancaklı,1078,5
636254673172634,Serkan Kalmaz,Serkan Kalmaz,1040,2
111751313846537,Hülya Erdem,Hülya Erdem,1019,12
842962915908391,Seçim Oyunu,Mustafa Mete Fisunoglu,1002,1
100781266312487,Gülcan Kış,Gülcan Kış,987,7
1256361374466644,Osman Zabun,Osman Zabun,984,17
102759276133977,Sema Silkin Ün,Sema Silkin Ün,984,9
114109568315674,Ozan Bingöl,Ozan Bingöl,984,1
105915341216004,Mesut Nur,Mesut Nur,984,9
103087702499272,Prof. Dr. Mustafa Araz,Prof. Dr. Mustafa Araz,984,15
116356958083849,Prof. Dr. Abdurrahman BAKIR,Mehmet Gazi Arslan,984,2
466041427161963,ERSİN BEYAZ,Ersin Beyaz,984,4
213380598742595,Selahattin Demirtaş,Ragıp Incesağır,984,2
103285814499773,Hikmet Yalım Halıcı,Hikmet Yalım Halıcı,979,7
2641298465896629,Muhammet Gür,Muhammet Gür,977,10
1652655528320877,Emre Yılmaz,Emre Yılmaz,975,10
104606505943488,Bilal Bilici,Bilal Bilici,975,4
112522241798358,Muhammed Fatih Dağlıoğlugil,Muhammed Fatih Dağlıoğlugil,975,2
921794431315874,Berna SUKAS,Berna Sukas,975,6
198605366823875,CHP İzmir İl Başkanlığı,CHP İzmir İl Başkanlığı,975,1
106257739113036,Yudum Kaşıkçı,Yudum Kaşıkçı,975,30
674523449330207,Yavuz Aydın,Yavuz Aydin,975,13
119377904457065,Kayseri Bağımsız Milletvekili Adayı Emre Çakmakçi,Emre Çakmakçi,975,5
105372312520215,Levent Yenilmez - Şanlıurfa Bağımsız Milletvekili Adayı,Levent Yenilmez,973,11
101519926236417,Mustafa Akın,Mustafa Akın,973,13
105653029090851,Şenol Aslanoğlu,Şenol Aslanoğlu,966,1
105376981385020,Referandom,Referandom,952,4
532775093532626,Yücel Bulut,Yucel Bulut,945,10
350156169488363,KADEM METE,KADEM METE,943,17
109407151806354,İsmail İnlidere,Ismail Inlidere,943,10
1474211066185659,Mustafa Hamarat,Mustafa Hamarat,923,8
102841632670929,Türkiye Gönüllüleri,Türkiye Gönüllüleri,917,59
103536752705365,Av.Gülümser Ceylan Köle,Gulsah Çıplak Dingil,909,7
1439683329600228,Ümit Uysal,Ümit Uysal,900,3
625595944453722,Ali Abbas Ertürk,Ali Abbas Erturk,889,8
109557384233443,Yüksel Taşkın,Yüksel Taşkın,852,6
654681201281174,Mehmet Bülent Karataş,Mehmet Bülent Karataş,834,2
439268549551900,Ulaş Karasu,Ulaş Karasu,827,18
813910878738510,CHP Gaziantep İl Başkanlığı,Servet Törer,813,9
1540559519551922,Saruhan Oluç,Saruhan Oluç,805,1
108167978922367,Arif Yılmaz,Arif Yılmaz,794,6
984877918214362,Samsun Haber,Samsun Haber,791,9
326363220894548,Nail Çiler,Nail Çiler,781,23
1695618027330117,Ensar Aytekin,Ensar Aytekin,775,1
101742219570110,Reis Reisoğlu,Servet Törer,747,7
153092148868180,Ayşe Sibel Yanıkömeroğlu,Ayşe Sibel Yanıkömeroğlu,739,4
1622164058014589,Mestan Özcan,OPTİMUM MEDYA VE REKLAM TANITIM HİZMETLERİ A.Ş,737,12
172312959454958,Mustafa Sarıgül,Mustafa Sarıgül,700,2
107955874293258,Hakan Adanır,Hakan Adanır,683,9
105964842465200,Veteriner Hekim Ziya Yılmaz,Ziya Yılmaz,679,21
120609391003134,Ajans media,Yalçın Bayrak,677,7
113851270433840,Türkiye İşçi Partisi-Antalya,Eylem Karaman,673,3
102588741231494,Harun Özgür Yıldızlı,Harun Özgür Yıldızlı,648,4
374547199341007,Emin ÇINAR,Emin Çınar,638,2
2300970773481796,Alaattin ÇAKIR,Alaattin Çakır,628,4
112704295135841,Hasan Yalçın,Advert Digital,625,12
118280211237745,BBP Cengiz Bayar,Mirkan Tunç,622,4
146234755411446,Mirasımız Derneği,(MİRASIMIZ) Kudüs ve Civarındaki Osmanlı Mirasını Koruma ve Yaşatma Derneği,620,1
110174325379019,Tarkan Kulak,Halil Şafak,604,4
103015499438790,Ahmet karkucak,Ahmet Karkucak,588,19
498108350567415,Nilüfer Deveci,Nilufer Deveci,567,5
127443153589651,Hasan Demir,Hasan Demir,552,1
111452065252314,m.tamer.cantekin,M Tamer Cantekin,543,22
246776586058174,Eyyup Yıldız,Eyyup Yıldız,523,1
108217958917623,Muhammet Emin Avundukluoğlu,Fatih Canbolat,515,1
102658277843483,İsa Yüksel,İsa Yüksel,503,1
318614071672921,Mehmet Alagöz,Mehmet Alagöz,499,1
129885233341922,İmren Nilay Tüfekci,Furkan Bektaş,496,2
1028368393892777,Mehmet Ali Özkan,Mehmet Ali ÖZKAN,494,22
111753155224790,Av Mehmet Kırmacı,Mehmet Kırmacı,492,3
111917151872313,Ergün Tekin,Ergün Tekin,487,4
1493744950841097,Kınık Belediyesi,Sadik Dogruer,472,4
839363442860590,Dr. Mustafa Canbey,Mustafa Canbey,463,4
215158578510066,Ümit Özdağ,Mehmet Emin Özbey,460,1
114663754929212,Av. Seyit Özcan,av seyit özcan,453,3
106826915720130,Özgür Erdem İncesu,Gökay Şahindokuyucu,452,4
117364971317866,İbrahim BAĞ - MHP Bilecik Milletvekili Adayı,İbrahim Bağ,451,3
111743906915630,Ekrem Gökay Yüksel,Ekrem Gökay Yüksel,449,1
106977872374373,İsmail Aybars AKSOY,Aybars Aksoy,447,6
200480966638039,Supremacy 1914,These ads ran without a disclaimer,443,2
302982416894185,Hasan Baltacı,Hasan Baltaci,438,1
326403044634322,Abdurrahman Dursun,Muhammet Isik,423,1
504901456292964,Tahsin Ocaklı,Tahsin Ocaklı,419,6
103965639335616,Var mısın Antalya?,Faruk Islek,416,1
108376020766134,Metin Bolat,Metin Bolat,414,5
102081045702842,Ozan Balık,Ozan Balik,398,4
221184964598098,Faber-Castell,These ads ran without a disclaimer,396,1
284719123320412,Yeniden Refah Sakarya,Yeniden Refah Sakarya,393,8
552260448501128,Çan'ın Sesi,Begum Bayyar,391,7
624657744622150,Hüseyin Aksu Kent Bilimci,These ads ran without a disclaimer,391,3
114766951535202,Konur Alp Koçak,Konur Alp Koçak,390,3
2028274240749386,Celal Köse,Celal Köse,389,2
393451251137056,Pelin Yılık,Tasarım Medya Reklam,381,5
2074348739507719,Celil Çalış,Celil Çalış,367,5
1715620835189083,Terre d'Evasion,These ads ran without a disclaimer,366,1
289270345073936,İsmail Hakkı Bakır,İsmail Hakkı Bakır,365,4
734572063273378,Dr. Mustafa KAYA,Mustafa Kaya,365,7
723113807768777,Hasan Eryılmaz,Deniz Guner,364,2
467398480038872,Dursun ATAŞ İYİ PARTİ Kayseri Milletvekili,Dursun ATAŞ İYİ PARTİ Kayseri Milletvekili,354,1
125443057854939,Tolga Erener AK PARTİ Giresun Milletvekili Adayı,Tolga Erener AK PARTİ Giresun Milletvekili Adayı,354,8
113488565046764,Av. Arslan Bolat,Caner Sagir,353,1
115689658163861,Hakan Öztürk,Özge Akman,349,2
121480754253214,M. Ali Okul,Muhammet Ali Okul,341,1
118257014567473,Dr. Fatih Öztek,Mehmet Fatih Öztek,338,1
101579449561816,Harun ALGÜL,Harun Algül,328,12
104583269180967,Nusret Acur,Semih Çalışkan,325,7
100345912204104,Nuri Cengiz,Cumhuriyet Halk Partisi,321,8
64625878491,Eyüpsultan Belediyesi,Eyüpsultan Belediyesi,315,1
108482941304528,Memleket Partisi Sakarya İl Başkanlığı,These ads ran without a disclaimer,314,3
365143460306115,Şerafettin Kılıç,Saadet Partisi,314,1
105048025902614,Ahmet Fethan Baykoç,Woo Medya ve Organizasyon Ltd Şti.,312,1
950162258347563,Denizli Medya,Denizli Medya,312,2
103751802710612,Sedat Kabay,Emre Yenmiş,306,6
368870663488637,Mahmut Arıkan,Saadet Partisi,300,5
114976648230009,Türker Ateş,Türker Ateş,300,2
105352772550773,Av.Abdulvahap POLAT,Abdulvahap Polat,299,1
100566981431204,Mersin Haber Özel,Mersin Haber Özel,295,1
833329183349879,Ahmet YELİS,Ahmet Yelis,293,3
1424712337856061,Nazilli Havadis,Nazilli Havadis,292,2
105724511499805,Yeniden Refah Partisi,Yeniden Refah Partisi,285,3
1878939355750536,Turgay Genç,Turgay Genç,279,1
319026564921676,Vatan Partisi,Vatan Partisi,279,1
102998555482022,Mv. Mehmet AY,Servet Törer,276,3
114285611619762,Metin Bilgili,Metin Bilgili,275,1
104543862591659,Oğuz Kemal Yakar,Oguz Kemal Yakar,274,5
370802392936678,Antalya Muratpaşa Belediyesi,Antalya Muratpaşa Belediyesi,272,1
979738848890749,Faruk Kılıç,Faruk Kilic,266,26
101153892971560,Fatih Bahattin Cantürk,Fatih Bahattin Cantürk,262,1
