Location name,Amount spent (CZK)
Central Bohemian Region,32872
Hradec Králové Region,13919
Karlovy Vary Region,7149
Liberec Region,11419
Moravian-Silesian Region,29569
Olomouc Region,15868
Pardubice Region,12636
Plzeň Region,16360
Prague,83022
South Bohemian Region,15857
South Moravian Region,39928
Unknown,≤100
Vysočina Region,11934
Zlín Region,14009
Ústí nad Labem Region,21747
