Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
314036327204,VR,VR,17712,7
429577173821764,Matvælaráðuneytið,matvælaráðuneytið,11364,2
573559522797177,Flokkur fólksins,Flokkur Fólksins,6379,3
423451321043674,Vinstrihreyfingin - grænt framboð,Vinstrihreyfingin - grænt framboð,4849,18
737169626371453,Stundin,Stundin,2965,1
154893001218870,ADHD samtökin,ADHD samtökin,2307,6
192789944066997,Samtök ferðaþjónustunnar,Samtök ferðaþjónustunnar,1875,8
137524753533383,Miðflokkurinn,Miðflokkurinn,1770,1
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,1643,2
74969168478,Sjálfstæðisflokkurinn í Hafnarfirði,Sjálfstæðisflokkurinn í Hafnarfirði,1601,1
106979180938014,Samstöðin,Samstöðin ehf,1203,2
153705438660098,Þórdís Lóa,Þórdís Þórhallsdóttir,972,1
332179950192248,Félag atvinnurekenda,Félag atvinnurekenda,844,2
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,790,1
156161194561570,Kjarninn,Kjarninn,554,1
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,405,1
103093016017760,Info News,These ads ran without a disclaimer,≤100,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100,2
101978933230493,DHL,These ads ran without a disclaimer,≤100,1
106449882358683,Новости Дня.,These ads ran without a disclaimer,≤100,1
100846489215390,Cactus Cat,These ads ran without a disclaimer,≤100,1
194953000528458,Global Campus of Human Rights,These ads ran without a disclaimer,≤100,1
396576947382356,Aranet,These ads ran without a disclaimer,≤100,1
