Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
682268945137255,Chris Minns,Chris Minns MP,5556,12
177072498997234,NSW Electoral Commission,NSW Electoral Commission,3128,54
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,2688,158
213476079972,Essential Workers Deserve Better,Mark Morey,2574,32
44701328033,NSW Liberal Party,"Liberal Party of Australia, NSW Division",2450,1
112133637214684,Doctors Without Borders / Médecins Sans Frontières (MSF),Médecins Sans Frontières Australia,1653,89
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,1613,12
308746806571901,Advance Australia,Advance Australia,1597,75
101589645013040,Thrive by Five,Thrive By Five,1500,18
10113538711,WWF-Australia,WWF-Australia,1288,6
92824008332,Plan International Australia,Plan International Australia,1217,22
105228161893855,Climate 200,Climate 200,1214,34
1776727752614025,Glencore,Glencore Australia,1068,8
107113675572590,Dirty Dozen,Solutions for Australia,1039,45
447447719391089,Health Care Providers Association,Health Care Providers Association,981,8
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,914,12
494820897261439,Bank Australia,Bank Australia,861,34
107322365607487,SA Pulse Check,South Australian Opposition Leader,722,12
105931422364976,Jacqui Scruby,Jacqui Scruby,631,31
106572145637277,Helen Conway for North Shore,Helen Conway,586,3
8422338499,The Wilderness Society,The Wilderness Society,584,240
101013236196328,Victoria Davidson for Lane Cove,Victoria Davidson,584,6
68280472472,Queensland Conservation Council,Queensland Conservation Council,513,7
102329728050606,From the Heart,Cape York Institute,495,8
280130718768016,Public Service Association of NSW,Public Service Association of NSW,476,8
341910905847062,Asylum Seeker Resource Centre (ASRC),Asylum Seeker Resource Centre (ASRC),458,6
24495551981,The Greens NSW,The Greens NSW,452,5
352953834815624,Jason Wood MP,Jason Wood MP,441,10
105140971475089,Chuffed.org - Australia,Chuffed.org,406,2
1534982756793690,Foodvisor,These ads ran without a disclaimer,399,2
101934832754638,Joeline Hackman,Joeline Pty Ltd,386,5
182564410468,Australia for UNHCR,Australia for UNHCR,379,127
125812604095801,Invasive Species Council,Invasive Species Council,375,28
36002998891,City of Sydney,City of Sydney,374,22
149648047339,Save the Children Australia,Save the Children Australia,359,26
110730997457086,Steven Hughes,Steven B Hughes,330,4
231341250224498,Australian Ethical Investment,Australian Ethical Investment,329,56
108381455902627,Australian Christian Lobby,Australian Christian Lobby,324,7
453750595056,Cancer Council NSW,Cancer Council NSW,311,51
552968198133394,Peter Dutton,Peter Dutton MP,296,6
345960425540557,The Climate Council,The Climate Council,293,16
49453745631,Amnesty International Australia,These ads ran without a disclaimer,269,5
1660905180833979,Parliament of Victoria,Parliament of Victoria,268,9
157481181070130,Indigenous Employment Australia,Access,268,108
1670517743250253,Save the Daintree Rainforest,Rainforest 4 Foundation Ltd,259,8
76212817063,CARE Australia,CARE Australia,255,9
694832627392516,Prime Super,Prime Super,255,148
879712192044319,Animal Justice Party NSW,Animal Justice Party NSW,244,26
