Location name,Amount spent (USD)
Akmola Region,3842
Aktobe Region,596
Almaty Region,2782
Atyrau Region,518
East Kazakhstan Region,727
Jambyl Region,381
Karaganda Region,766
Kostanay Region,375
Kyzylorda Region,344
Mangystau Region,447
North Kazakhstan Region,452
Pavlodar Region,492
South Kazakhstan Region,974
Unknown,≤100
West Kazakhstan Region,388
