Page ID,Page name,Disclaimer,Amount spent (ARS),Number of ads in Library
544640985878621,Argentinos Online,Argentinos Online,9748637,53
107553832426946,Defendamos la Patria,Defendamos la Patria,8518420,92
101481752980291,Derecho al Futuro,Derecho al Futuro,3263346,40
364916637463104,Unión por la Patria,Unión por la Patria,3121629,40
108401558977853,Hacemos por Nuestro País,Hacemos por Nuestro País,2398576,14
525334380868858,Martín Lousteau,Juntos por el Cambio - Capital Federal,2227254,56
111616808684669,Más para Entre Ríos,Más por Entre Ríos,1767960,35
57718951374,Jorge Macri,JUNTOS POR EL CAMBIO DISTRITO CAPITAL FEDERAL A. P. - ALIANZA,1502487,6
958750317533178,Manuela Castañeira,Nuevo MAS,1439622,32
1383234345334458,Ramiro Marra,Ramiro Marra,1280566,6
90148244993,Patricia Bullrich,Juntos por el Cambio - La Fuerza Del Cambio Lista 132B,1071266,12
113138195384719,Nestor Grindetti,Nestor Grindetti,894894,15
147255748694051,Fernando Espinoza,Peronismo La Matanza,829021,65
171330806277312,Diego Santilli,Juntos por el Cambio,825887,384
111663178651819,Hagamos el Cambio de Nuestras Vidas,Hagamos el Cambio de Nuestras Vidas,815626,27
114046241738745,Derecho al Pasado,Derecho al pasado,736538,13
100615406447198,Una Argentina Distinta,Una Argentina distinta,731792,18
206515872752040,Info-DINE,Secretaría de Medios y Comunicación Pública,698216,54
106691415846142,Unión por Jujuy,Unión por Jujuy,690613,18
169608523058431,Universidad de Buenos Aires,Universidad de Buenos Aires,682260,18
513899261972162,Frente de Izquierda FIT,Frente de Izquierda,665711,75
103088924366000,Noticias d,Noticias d,634271,223
109104915512477,Argentina tiene con qué,Argentina tiene con qué,496851,3
116053261893854,Axel Kicillof,Unión por la Patria PBA,488804,35
248730858601074,Juan Andreotti,Frente Renovador San Fernando,473084,17
102866869561617,San Isidro Noticias,San Isidro Noticias,471550,13
110595908793382,Se dice en La Matanza,Se dice en La Matanza,455944,13
675523912809682,Tiempo de Provincia,Tiempo de Provincia,441112,16
174970176018,Horacio Rodríguez Larreta,Juntos por el Cambio,428449,153
