Location name,Amount spent (CAD)
Alberta,9404
British Columbia,11630
Manitoba,3169
New Brunswick,1203
Newfoundland and Labrador,787
Northwest Territories,≤100
Nova Scotia,1439
Nunavut,≤100
Ontario,21190
Prince Edward Island,195
Quebec,13860
Saskatchewan,2681
Unknown,≤100
Yukon,≤100
