Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1905
Bicol Region,8609
Cagayan Valley,6475
Calabarzon,37554
Caraga,3993
Central Luzon,22951
Central Visayas,17994
Cordillera Administrative Region,3400
Davao Region,8024
Eastern Visayas,8098
Ilocos Region,9753
Metro Manila,42795
Mimaropa,4784
Northern Mindanao,8977
Soccsksargen,5927
Unknown,≤100
Western Visayas,11704
Zamboanga Peninsula,6562
