Location name,Amount spent (MYR)
Johor,176
Kedah,243
Kelantan,≤100
Kuala Lumpur,293
Labuan,≤100
Malacca,≤100
Negeri Sembilan,≤100
Pahang,342
Penang,114
Perak,148
Perlis,≤100
Putrajaya,≤100
Sabah,238
Sarawak,141
Selangor,542
Terengganu,≤100
Unknown,≤100
