Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
105256562063637,Beta Naija Group,Beta Naija,31356,1
107659108870484,infolasiama,Osasona Oluwasina,25235,1
654180731859809,T-Police,T-Police,24740,7
105208365731340,F-SAO4Tinubu/Shettima2023,Emmanuel Oko,9567,4
102869596002305,Office Of The Citizen Nigeria,Fix Politics,7829,3
103018869332378,BantuPage,Ikechukwu Orji,7677,5
1598205703573433,Senator Uba Sani,Uba Sani Media,6156,5
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,5511,1
109466785028287,Prince Dr Emeka Eze,Michael Obiekwe,5338,4
112268064929703,Mailantarki Campaign Organisation 2023,Mailantarki Campaign Organisation 2023,5275,7
104663752433213,GSM 2.0,Seyi Makinde Campaign Organisation,4400,2
107449188487509,Arewa Decide 2023,Mustapha Lawal,4030,1
107676437643727,Inuwa Media Vanguard,Inuwa Media Vanguard,3984,4
106955635517175,Petroleum Industry Act and You,The Nigerian Upstream Petroleum Regulator Commission,3114,4
102452759210207,Foreign Investment Network,Foreign Investment Network,2982,1
104238252286926,Nwankwo Promise Chibuzo,Mboo Augustine Uchenna,2250,7
248584495820796,Ibe Okwara for House of Representatives - Arochukwu/Ohafia Constituency,Ibe Okwara Support Group,1961,4
1924396441113309,Onogwu Muhammed,Martins Onuorah,1865,1
913242715449176,Prophet Ekong Ituen Ministries,Ekong Ituen,1591,3
120346118099706,BrandPower,BrandPower,1548,1
117743160054780,RiversofHope,RiversofHope,1522,1
109752333774968,Bishop Dr Emeka Nwankpa support Group,Chinaza Somtochukwu Ibeofokile,1365,3
102225129139532,Dr. Okuji Oreh,Dr. Okuji Oreh,1350,1
316575672459262,Hon.Dr Ekene Augustine Aghasiefo,Hon.Dr Ekene Augustine Aghasiefo,1184,2
1746241522274014,Hajiya Maryam Mairo Aminu Waziri Tambuwal Online Forum,Amiru Adamu,1179,3
424543527939583,Chief Amobi Ogah,Chief Amobi Ogah,1159,1
215863191948778,Frank Nweke Jr,Frank Nweke Ii,1128,2
103830540990930,Hon. Adedeji Stanley Olajide - ODIDI OMO,Odidiomo Constituency Office,1112,2
294587734226015,Hon. Amb. Sobomabo Jackrich - Egberipapa,Hon. Amb. Sobomabo Jackrich - Egberipapa,1075,2
241499009731835,Ifeanyichukwu Ibezi,Ifeanyichukwu Ibezi,1044,1
100202924924063,Page 36,Page 36,1033,3
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,1023,1
106507668752118,APC-Top2Bottom,APC-Top2Bottom,1000,2
1600094170320323,Enormous FACTS,Enormous FACTS Magazine by MediaMall,979,1
116410311065669,Sha'aban Sharada 2023,Mustapha Lawal,890,1
216311481960,Bill Gates,These ads ran without a disclaimer,890,3
101023076204247,Nelson Nwatu's Blog,Nelson Obinna Nwatu,862,2
382377315238468,"Educational Research Center, Inc.",These ads ran without a disclaimer,841,3
1509451939279618,Hon. Iduma Igariwey Enwo,Iduma Enwo Igariwey,791,2
1689132724682504,MMAWT legacy initiative,Amiru Adamu,787,2
109225188534168,Northwest-Northeast Concern Youth Movement for Tinubu/Kashim 2023.,Mubarak Hamza Adam,760,2
753031955030992,Atiku-Okowa.com,One Nigeria Movement,716,1
110151371700778,Bishop Dr. Sunday Ndukwo Onuoha,Bishop Dr. Sunday Ndukwo Onuoha,625,1
1572089193014869,DUMO Lulu-Briggs Recommended,DUMO Lulu-Briggs Recommended,611,1
241652942562933,Yomi Idowu,Adfol Global Enterprise,600,1
108409741002988,Prince Hadi Sani; SA to Ogun State Governor on Inter-Ethnic Affairs.,Adu Ifeoluwa,593,1
355399445235927,WE Accord,Benoni Briggs,578,1
109367401521763,Bauchi State APC Frontier Corps,Bauchi State APC Frontier Corps,567,1
102710114468124,Rics Gomina,Emmanuel Rics Gomina,546,2
274811734355511,Insight 4 Impact Foundation,Insight 4 Impact Foundation,507,1
102072846021681,ABC Constituency Grassroot Volunteers for Andrew Thomas,ABC Constituency Grassroot Volunteers for Andrew Thomas,507,1
100903795991981,"Hon. Zakari Alhaji Alfa; CNA, PgD.",zakarialfa,505,1
104379725771100,Bayodele 2023 Obi/Datti Oluyole Forum,Ameedat Delilah Bidmus,445,1
103583955836259,Tout sur l'Afrique,These ads ran without a disclaimer,445,1
101813086045206,Hon. Suleiman Abdulrazak Sariki,Hon. Suleiman Abdulrazak Sariki,408,1
105090932464587,BBC News Nigeria,These ads ran without a disclaimer,379,1
103479562082984,Frontline Youth Creativity Initiative,Frontline Youth Creativity Initiative,355,2
173254003362613,WE ARE CHINA,These ads ran without a disclaimer,343,1
291885374985241,Daily Naija Info's,These ads ran without a disclaimer,≤100,1
104171529145447,Muazu Abu Juwairiyya Hadejia,These ads ran without a disclaimer,≤100,1
102169824695398,Rero TV,Oghenebrorhie Okotie,≤100,1
110901495091012,Crtve Development,These ads ran without a disclaimer,≤100,1
481442475370677,World Internet Conference,These ads ran without a disclaimer,≤100,1
110839298285111,Portal Mel Cajuina,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
104763178714577,Gels MDPI,These ads ran without a disclaimer,≤100,1
435381440344317,Dylan Ogline,These ads ran without a disclaimer,≤100,3
101321076075048,Nouvelle Aube,These ads ran without a disclaimer,≤100,1
189232005248268,CTG,These ads ran without a disclaimer,≤100,1
110919974897108,SH,These ads ran without a disclaimer,≤100,1
