Location name,Amount spent (PKR)
Azad Kashmir,561
Balochistan,535
Federally Administered Tribal Areas,197
Gilgit-Baltistan,346
Islamabad Capital Territory,1304
Khyber Pakhtunkhwa,3815
Punjab,12097
Sindh,6998
Unknown,≤100
