Page ID,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library
46590675335,Save the Children Italia,Save the Children Italia,3309,21
40433567307,UNICEF Italia,UNICEF Italia,2944,86
53347533412,LAV,LAV Onlus,1185,9
73493613024,ActionAid Italia,ActionAid Italia,903,72
39993728498,Amnesty International - Italia,Amnesty International Italia,795,25
88997912868,WWF Italia,WWF Italia,716,83
355710427861591,Fratelli d'Italia,Fratelli d'Italia,708,2
103968169809912,Credem Banca,Finanziato da Credem Banca,707,4
630856663649596,Regione Lazio,Regione Lazio,578,2
400381673394375,CFC - Crisi Fiscale d'Impresa,CFC Legal,518,8
557930867616937,"Education and Training, icddr,b",These ads ran without a disclaimer,502,1
35346524498,Greenpeace Italia,Greenpeace Italia,464,60
65737832194,Medici Senza Frontiere,Medici Senza Frontiere,455,14
172100582800415,Coop,Coop Italia,401,1
48677844864,Amref Health Africa - Italia,Amref Health Africa - Italia,380,9
1440878759561839,WeMove Europe,WeMove Europe,367,18
1811177225665334,Enel X,Enel X Italia s.r.l.,358,2
693492780985618,HSI/Italia,HSI/Italia,355,28
183047736356,EMERGENCY,EMERGENCY,350,17
48677844864,Amref Health Africa - Italia,Amref Health Africa,350,25
313559438694166,VIDAS - Assistenza ai Malati inguaribili,VIDAS - Assistenza ai Malati inguaribili,342,63
1657214567845698,BPER Banca,BPER Banca,334,5
309840349048638,e.on,E.ON Energia,324,6
576664002355828,CIWF Italia,CIWF Italia Onlus,294,58
579798038791266,Frosta Italia,Frosta,280,2
91261353336,Terre des Hommes Italia,Terre des Hommes Italia,273,96
865166100210938,Bosch Italia,Bosch Italia,247,11
33327548320,Croce Rossa Italiana - Italian Red Cross,Croce Rossa Italiana - Italian Red Cross,245,1
150200761667597,Oxfam Italia,Oxfam Italia,244,11
634243093317092,Amoro srl,Amoro Srl,238,27
299584710061488,WeWorld Onlus,WeWorld Onlus,213,31
1529775913927445,Lega FVG per Salvini Premier,Lega Friuli Venezia Giulia,209,14
