Location name,Amount spent (BRL)
Acre (state),495
Alagoas,2791
Amapá,650
Amazonas,5718
Bahia,37161
Ceará,8893
Espírito Santo,2523
Federal District,3783
Goiás,6450
Maranhão,4739
Mato Grosso,6345
Mato Grosso do Sul,4070
Minas Gerais,15531
Paraná,9666
Paraíba,6680
Pará,5087
Pernambuco,10122
Piauí,2477
Rio Grande do Norte,3985
Rio Grande do Sul,15789
Rio de Janeiro (state),15237
Rondônia,2209
Roraima,988
Santa Catarina,9664
Sergipe,2211
São Paulo (state),46063
Tocantins,2809
Unknown,≤100
