Location name,Amount spent (ARS)
Buenos Aires,1312191
Catamarca,37951
Chaco,84806
Chubut,98636
Ciudad Autónoma de Buenos Aires,574859
Corrientes,48757
Córdoba,1712761
Entre Rios,147423
Formosa,24698
Jujuy,31644
La Pampa,88777
La Rioja,29787
Mendoza,97026
Misiones,178470
Neuquén,292873
Río Negro,115041
Salta,439708
San Juan,157109
San Luis,137268
Santa Cruz,15188
Santa Fe,493527
Santiago del Estero,25224
Tierra del Fuego,61617
Tucuman,94634
Unknown,129
