Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,4500000
Apure,1250000
Aragua,6250000
Barinas,6000000
Bolívar (state),5250000
Capital District,18531850
Carabobo,9750000
Cojedes,1000000
Delta Amacuro,250000
Falcón,2500000
Guárico,1789985
Lara,5250000
Miranda (state),6119947
Monagas,2000000
Mérida,3500000
Nueva Esparta,1694985
Portuguesa,2500000
Sucre,1500000
Trujillo,1714985
Táchira,8500000
Unknown,≤100
Vargas,1454987
Yaracuy,2364980
Zulia,25750000
