Page ID,Page name,Disclaimer,Amount spent (LSL),Number of ads in Library
574493653232980,Narayan Patel MLA,These ads ran without a disclaimer,≤100,1
759660000745866,CC Studio,These ads ran without a disclaimer,≤100,1
204915812876645,CEIBS,These ads ran without a disclaimer,≤100,1
