Location name,Amount spent (NOK)
Akershus,5886
Aust-Agder,1360
Buskerud,2949
Finnmark,955
Hedmark,2462
Hordaland,7532
Møre og Romsdal,3158
Nord-Trøndelag,1637
Nordland,3178
Oppland,2304
Oslo,12667
Rogaland,4967
Sogn og Fjordane,1386
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,3254
Telemark,2237
Troms,2244
Unknown,≤100
Vest-Agder,2452
Vestfold,3193
Østfold,3538
