Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,987
Bicol Region,5067
Cagayan Valley,3303
Calabarzon,25130
Caraga,4388
Central Luzon,12541
Central Visayas,7695
Cordillera Administrative Region,1992
Davao Region,4437
Eastern Visayas,3939
Ilocos Region,4415
Metro Manila,40167
Mimaropa,3250
Northern Mindanao,4063
Soccsksargen,3350
Unknown,≤100
Western Visayas,7089
Zamboanga Peninsula,3784
