Location name,Amount spent (TWD)
Changhua,9048
Chiayi,1931
Hsinchu,3915
Hsinchu City,5847
Hualien,2274
Kaohsiung,25354
Keelung City,3599
Kinmen,420
Lienchiang,≤100
Miaoli,4320
Nantou,4451
New Taipei City,44626
Penghu,625
Pingtung,5114
Taichung,45897
Tainan,16478
Taipei,32793
Taitung,1563
Taoyuan City,31879
Unknown,3934
Yilan,2864
Yunlin,4628
