Location name,Amount spent (CAD)
Alberta,5874
British Columbia,9710
Manitoba,7024
New Brunswick,1506
Newfoundland and Labrador,1066
Northwest Territories,199
Nova Scotia,1659
Nunavut,124
Ontario,28779
Prince Edward Island,229
Quebec,13117
Saskatchewan,1808
Unknown,≤100
Yukon,159
