Location name,Amount spent (NOK)
Akershus,4837
Aust-Agder,725
Buskerud,3301
Finnmark,650
Hedmark,1180
Hordaland,3640
Møre og Romsdal,2056
Nord-Trøndelag,969
Nordland,1718
Oppland,1125
Oslo,11686
Rogaland,3575
Sogn og Fjordane,735
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,5745
Telemark,995
Troms,1232
Vest-Agder,1737
Vestfold,1621
Østfold,1921
