Page ID,Page name,Disclaimer,Amount spent (QAR),Number of ads in Library
28928259418,"Saïd Business School, University of Oxford",These ads ran without a disclaimer,≤100,1
106904622236202,허니루,These ads ran without a disclaimer,≤100,1
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100,2
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
135799599823455,Arboricultural Association,These ads ran without a disclaimer,≤100,1
109184428639401,TaxTris,These ads ran without a disclaimer,≤100,2
327115907736300,Asia Global Institute,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
102570761484258,Asharq Business اقتصاد الشرق,These ads ran without a disclaimer,≤100,1
105494315161744,talkdiplomacy,These ads ran without a disclaimer,≤100,1
100466846248633,AI Mage,These ads ran without a disclaimer,≤100,2
784689321575366,OV Holidays,These ads ran without a disclaimer,≤100,1
101033095090131,राजस्थानी STAGE,These ads ran without a disclaimer,≤100,1
