Location name,Amount spent (EUR)
Baden-Württemberg,8331
Bayern,10889
Berlin,4160
Brandenburg,1319
Bremen,660
Hamburg,2115
Hessen,5707
Mecklenburg-Vorpommern,982
Niedersachsen,6284
Nordrhein-Westfalen,15055
Rheinland-Pfalz,3258
Saarland,913
Sachsen,2374
Saxony-Anhalt,1331
Schleswig-Holstein,2201
Thüringen,1263
Unknown,≤100
