Location name,Amount spent (USD)
Alabama,11069
Alaska,2178
American Samoa,≤100
Arizona,19430
Arkansas,6650
California,96314
Colorado,20136
Connecticut,9957
Delaware,3231
Florida,71824
Georgia,20982
Guam,≤100
Hawaii,2819
Idaho,4019
Illinois,37421
Indiana,28094
Iowa,9579
Kansas,7036
Kentucky,11552
Louisiana,14372
Maine,5320
Maryland,26419
Massachusetts,16118
Michigan,27781
Minnesota,19349
Mississippi,6022
Missouri,16849
Montana,7296
Nebraska,4343
Nevada,7879
New Hampshire,5406
New Jersey,27022
New Mexico,4424
New York,60110
North Carolina,23663
North Dakota,1411
Northern Mariana Islands,≤100
Ohio,38117
Oklahoma,14095
Oregon,13243
Pennsylvania,44266
Puerto Rico,≤100
Rhode Island,1954
South Carolina,14401
South Dakota,1503
Tennessee,20183
Texas,93036
Unknown,≤100
Utah,7469
Vermont,1762
Virgin Islands (U.S.),≤100
Virginia,26009
Washington,19035
"Washington, District of Columbia",8347
West Virginia,5264
Wisconsin,16888
Wyoming,1520
