Location name,Amount spent (VND)
An Giang Province,5176
Bà Rịa–Vũng Tàu Province,34515
Bình Dương Province,90205
Bình Phước Province,4399
Bình Thuận Province,3423
Bình Định Province,28645
Bạc Liêu Province,1167
Bắc Giang Province,9520
Bắc Kạn Province,1880
Bắc Ninh Province,8988
Bến Tre Province,6456
Cao Bằng Province,3649
Cà Mau Province,3149
Cần Thơ,2598
Da Nang,4163
Gia Lai Province,54529
Haiphong,9745
Ho Chi Minh City,856580
Hà Giang Province,3671
Hà Nam Province,2800
Hà Tĩnh Province,8077
Hòa Bình Province,2876
Hưng Yên Province,3751
Hải Dương Province,9883
Hậu Giang Province,750
Khánh Hòa Province,3332
Kiên Giang Province,2980
Kon Tum Province,1472
Lai Châu Province,923
Long An Province,13992
Lào Cai Province,6220
Lâm Đồng Province,17622
Lạng Sơn Province,5372
Nam Định Province,4470
Nghệ An Province,13932
Ninh Bình Province,3247
Ninh Thuận Province,1747
Phú Thọ Province,10283
Phú Yên Province,2351
Quảng Bình Province,1737
Quảng Nam Province,4575
Quảng Ngãi Province,2936
Quảng Ninh Province,4995
Quảng Trị Province,2251
Sóc Trăng Province,3154
Sơn La Province,3708
Thanh Hóa Province,8454
Thái Bình Province,5422
Thái Nguyên Province,7166
Thừa Thiên–Huế Province,4575
Tiền Giang Province,23745
Trà Vinh Province,4678
Tuyên Quang Province,5635
Tây Ninh Province,14824
Vĩnh Long Province,1897
Vĩnh Phúc Province,5832
Yên Bái Province,31256
Điện Biên Province,2128
Đắk Lắk Province,44385
Đắk Nông Province,2237
Đồng Nai Province,78586
Đồng Tháp Province,2378
