Page ID,Page name,Disclaimer,Amount spent (RON),Number of ads in Library
990747367737692,Cătălin Drulă,Uniunea Salvați România,6162,9
1058116737612843,USR,Uniunea Salvați România,6043,4
1395939193764858,Marcel Ciolacu,Partidul Social Democrat,4210,14
1208682419220715,Sorin Grindeanu,Partidul Social Democrat,1546,11
291177524360702,Partidul Social Democrat,Partidul Social Democrat,1407,5
178362315106,European Parliament,European Parliament,1344,10
1549421062018459,Alexandru Petrescu,Partidul Social Democrat,1050,8
102025778125741,Robert Cazanciuc,Partidul Social Democrat,1037,6
321890494859228,Vlad Gheorghe,GHEORGHE VLAD-DAN,929,82
102601499822802,RMDSZ,RMDSZ,771,15
163943696987223,Ziarul Puterea,Ziarul Puterea,732,24
110714784883015,Bogdan Dumea,Partidul Social Democrat,690,4
686190454826244,Declic,Declic,636,101
100187575506085,Bogdan Balaniscu,Partidul Social Democrat,633,4
425051144215846,Stefan Radu Oprea,Partidul Social Democrat,571,6
1122653111147741,Genesis Athens,Genesis Athens,567,2
123526378261795,Stiri Locale,Stiri Locale,557,5
207741001672,Speranta pentru Romania,Speranta pentru Romania,535,9
180808795707557,Soldan George,Partidul Social Democrat,513,5
243027859216579,Alfred Simonis,Partidul Social Democrat,507,5
108801900624850,Cojocaru Petru Bogdan,Partidul Social Democrat,458,4
1796777377209154,Regia Nationala a Padurilor - Romsilva,Regia Nationala a Padurilor - Romsilva,402,11
494469087244449,Eugen Tomac,Eugen Tomac,380,2
114319753592403,AFACERI.news,Horia-Marius Bogdan,356,7
181375448581167,Partidul Naţional Liberal,Partidul Național Liberal,355,3
988607871174850,Grupul de Investigatii Politice,Grupul de Investigatii Politice,349,1
176989973158138,Guvernare.net,Guvernare.net,319,3
1157480384268430,Partidul Umanist Social Liberal PUSL Sediul Central,Partidul Umanist Social Liberal,295,9
620083298402659,Bogdan Trif,Turcanu Catalin Nicolae,263,1
698760586929790,USR Constanța,USR Constanța,262,3
697451833786949,Mihai Polițeanu,POLITEANU MIHAI-LAURENTIU,255,5
114298641594045,Știri Actuale,Stiri Actuale.ro,245,4
108295090637741,ASAP România,Fundatia The Institute,245,4
731035500293728,Siegfried Muresan,Siegfried Muresan,217,2
2546711162025064,Politice.net,politice.net,215,2
1698313903770393,Ervin Molnar,Molnar Ervin,215,1
341037705981172,Humanitas,Humanitas,202,8
101340741758468,Radu Pescar,Pescar Radu Mircea,197,8
351377468251533,Agenţia Naţională a Funcţionarilor Publici,Agenţia Naţională a Funcţionarilor Publici,181,5
1577877239102295,Nicolae Ionel Ciucă,Partidul National Liberal,179,2
111994375162231,Sondaje Dambovita,Media Flux Dâmbovița SRL,175,4
1024698440918384,Gheorghe Valentin Rotar - Primar,Gheorghe Valentin Rotar,155,2
675042232534141,Vincze Loránt,Vincze Loránt,154,5
101254968456255,Călin Gheorghe Maties-senator,Calin-Gheorghe Maties,150,4
113873916863079,Mathias Corvinus Collegium - Erdély,Mathias Corvinus Collegium Egyesület,148,8
1653699758248627,Ion ȘTEFAN,Ion ȘTEFAN,147,2
200813406761691,Corina Cretu,Marina Alin-Constantin,143,1
236215875884,Libertatea,Libertatea,142,1
1718636781792946,Flavius Sirop,Flavius Sirop,138,3
109556372802910,USR Dolj,USR Dolj,136,2
108818130851166,Andrei Lupu,Andrei-Răzvan Lupu,132,2
112664490103704,Salvăm România,Salvăm România,125,1
1156150484398630,MozaiQ,MozaiQ,122,1
144709575593854,EESC - European Economic and Social Committee,EESC - European Economic and Social Committee,117,1
486358554821325,Sergiu Bîlcea,Sergiu Bîlcea,117,2
1876727935882404,Bogdan Bola,BOLA BOGDAN-ALEXANDRU,116,3
113009310432947,Cheșa Ilie,Chesa Ilie,112,3
