Location name,Amount spent (NZD)
Auckland Region,1216
Bay of Plenty Region,225
Canterbury,464
Gisborne District,≤100
Hawke's Bay,124
Manawatu-Wanganui,175
Marlborough Region,≤100
Nelson Province,≤100
Northland Region,167
Otago,174
Southland,≤100
Taranaki,≤100
Tasman District,≤100
Unknown,≤100
Waikato,325
Wellington Region,302
West Coast,≤100
