Location name,Amount spent (NOK)
Akershus,7095
Aust-Agder,1159
Buskerud,3292
Finnmark,2731
Hedmark,3069
Hordaland,5249
Møre og Romsdal,2772
Nord-Trøndelag,2240
Nordland,9303
Oppland,3711
Oslo,12795
Rogaland,4305
Sogn og Fjordane,800
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,4949
Telemark,2957
Troms,4722
Unknown,≤100
Vest-Agder,2384
Vestfold,2728
Østfold,3849
