Location name,Amount spent (TRY)
Adana Province,2357
Adıyaman Province,264
Afyonkarahisar Province,710
Aksaray Province,259
Amasya Province,263
Ankara Province,4432
Antalya Province,3235
Ardahan Province,≤100
Artvin Province,133
Aydın Province,811
Ağrı Province,150
Balıkesir Province,1011
Bartın Province,123
Batman Province,298
Bayburt Province,≤100
Bilecik Province,2788
Bingöl Province,109
Bitlis Province,114
Bolu Province,223
Burdur Province,169
Bursa Province,6827
Denizli Province,1095
Diyarbakır Province,607
Düzce Province,904
Edirne Province,360
Elazığ Province,294
Erzincan Province,128
Erzurum Province,615
Eskişehir Province,783
Gaziantep Province,1162
Giresun Province,303
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,1328
Isparta Province,331
Istanbul Province,16832
Iğdır Province,≤100
Kahramanmaraş Province,657
Karabük Province,187
Karaman Province,195
Kars Province,107
Kastamonu Province,197
Kayseri Province,983
Kilis Province,≤100
Kocaeli Province,1398
Konya Province,1561
Kütahya Province,340
Kırklareli Province,217
Kırıkkale Province,214
Kırşehir Province,137
Malatya Province,408
Manisa Province,922
Mardin Province,377
Mersin Province,2363
Muğla Province,799
Muş Province,116
Nevşehir Province,174
Niğde Province,220
Ordu Province,498
Osmaniye Province,341
Rize Province,240
Sakarya Province,582
Samsun Province,1662
Siirt Province,≤100
Sinop Province,138
Sivas Province,306
Tekirdağ Province,634
Tokat Province,412
Trabzon Province,652
Tunceli Province,≤100
Unknown,≤100
Uşak Province,281
Van Province,343
Yalova Province,165
Yozgat Province,294
Zonguldak Province,373
Çanakkale Province,554
Çankırı Province,≤100
Çorum Province,409
İzmir Province,3611
Şanlıurfa Province,823
Şırnak Province,208
