Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,2811
Bicol Region,13063
Cagayan Valley,7194
Calabarzon,37266
Caraga,4891
Central Luzon,31849
Central Visayas,16798
Cordillera Administrative Region,4011
Davao Region,10254
Eastern Visayas,9195
Ilocos Region,12821
Metro Manila,53431
Mimaropa,5108
Northern Mindanao,12909
Soccsksargen,9286
Unknown,≤100
Western Visayas,19171
Zamboanga Peninsula,6461
