Location name,Amount spent (ARS)
Buenos Aires,1659640
Catamarca,54128
Chaco,113586
Chubut,118307
Ciudad Autónoma de Buenos Aires,392666
Corrientes,41453
Córdoba,2958932
Entre Rios,152388
Formosa,33978
Jujuy,45122
La Pampa,156982
La Rioja,50102
Mendoza,130749
Misiones,151409
Neuquén,809061
Río Negro,215288
Salta,284855
San Juan,176940
San Luis,107831
Santa Cruz,10126
Santa Fe,400943
Santiago del Estero,26260
Tierra del Fuego,45370
Tucuman,101888
Unknown,≤100
