Location name,Amount spent (CZK)
Central Bohemian Region,4973
Hradec Králové Region,3355
Karlovy Vary Region,1173
Liberec Region,1586
Moravian-Silesian Region,4658
Olomouc Region,2772
Pardubice Region,1782
Plzeň Region,3016
Prague,7972
South Bohemian Region,1810
South Moravian Region,6296
Unknown,165
Vysočina Region,1679
Zlín Region,1953
Ústí nad Labem Region,4463
