Location name,Amount spent (MYR)
Johor,157
Kedah,167
Kelantan,206
Kuala Lumpur,347
Labuan,≤100
Malacca,≤100
Negeri Sembilan,≤100
Pahang,385
Penang,132
Perak,128
Perlis,≤100
Putrajaya,≤100
Sabah,118
Sarawak,103
Selangor,562
Terengganu,≤100
Unknown,≤100
