Location name,Amount spent (ARS)
Buenos Aires,646945
Catamarca,32708
Chaco,36024
Chubut,26826
Ciudad Autónoma de Buenos Aires,141760
Corrientes,16630
Córdoba,555778
Entre Rios,25091
Formosa,59007
Jujuy,32655
La Pampa,65055
La Rioja,9765
Mendoza,23170
Misiones,22547
Neuquén,51347
Río Negro,36464
Salta,88475
San Juan,45395
San Luis,27802
Santa Cruz,12851
Santa Fe,266355
Santiago del Estero,8203
Tierra del Fuego,130712
Tucuman,41698
Unknown,≤100
