Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,982
Bicol Region,4997
Cagayan Valley,3203
Calabarzon,18955
Caraga,2013
Central Luzon,12335
Central Visayas,7319
Cordillera Administrative Region,1525
Davao Region,4466
Eastern Visayas,4239
Ilocos Region,3848
Metro Manila,26108
Mimaropa,2831
Northern Mindanao,3892
Soccsksargen,3533
Unknown,≤100
Western Visayas,6972
Zamboanga Peninsula,2331
