Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
224274995688487,Bohár Dániel - Riporter,Megafon,391361,4
102414628645144,Korondy Tamás,Megafon,368425,6
503614639975773,Trombitás Kristóf,Megafon,292660,2
128596180810227,Stefi Déri,Megafon,286080,2
543788999005363,ORIGO,Mediaworks Hungary Zrt.,231688,22
109217671008015,A kopasz oszt,Megafon,162057,2
278117815576023,EU Justice and Consumers,EU Justice and Consumers,155487,12
248172631940,Mandiner,Mediaworks Hungary Zrt.,149003,20
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,105126,13
109528965046103,MCC Feszt,Mathias Corvinus Collegium,104978,24
191461774219575,hirado.hu,hirado.hu,99565,27
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,96714,12
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,95715,11
178362315106,European Parliament,European Parliament,83480,11
1534911313439123,Ripost,Ripost,74742,8
264517713636590,PestiSracok.hu,PestiSrácok.hu,72815,10
110149601578231,GeriJoca,Megafon,68024,2
451844608304228,Metropol,Metropol,65012,8
109414841321682,Magyar Falu Program,Miniszterelnökség,59709,8
118152054556475,Deák Dániel,Megafon,48578,2
537817739693723,Brain Bar,Brain Bar,48203,7
408924035951553,Körforrás,Körforrás,45078,5
131283758531,HVG,HVG Kiadó ZRt.,33184,22
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,25010,5
592204747588011,Momentum Mozgalom,Momentum Mozgalom,24942,2
1265353903615539,Oeconomus,Oeconomus,18475,21
108346693873484,Győrffy Balázs,Győrffy Balázs,17412,2
162344823835042,atlatszo.hu,atlatszo.hu,16563,7
123910440019,Renew Europe,Renew Europe Group,15925,2
289633770813,UNICEF Magyarország,UNICEF Magyar Bizottság Alapítvány,15857,38
265672590604606,Makronóm.Blog,Makronóm.Blog,15547,19
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,14476,4
851784814892644,Simicskó István,KDNP frakció,14289,5
127355373967413,Pécsi STOP.hu,Pécsi STOP.hu,13682,2
108271407361251,Transzparens Újságírásért Alapítvány,Transzparens Újságírásért Alapítvány,12248,3
447204268797621,RTL.hu,RTL.HU,12001,37
108248022589754,Bosch Magyarország,Bosch Magyarország,10977,8
35634348348,Greenpeace Magyarország,Greenpeace Magyarország,10853,3
76748198685,Budapest Pride,Budapest Pride,10689,5
490030231058740,444,Magyar Jeti Zrt - 444.hu,10175,9
1926735160968885,Válasz Online,Válasz Online,9167,4
594088897289853,Alapjogokért Központ,Alapjogokért Központ,8909,4
304448239602944,Minden Doboz Visszajár,Minden Doboz Visszajár,8406,5
274886867487,Origo Tudomány,Mediaworks Hungary Zrt.,8391,1
102641477991941,bahir.hu - BAHÍR,Zöld Baranya Egyesület,8149,17
103294948505659,Szánthó Miklós,Szánthó Miklós – Alapjogokért Központ,7948,5
1321667124617769,Dr. Kovács Zoltán,Dr. Kovács Zoltán,7726,1
1215492498464496,Angyal Károly,Angyal Károly,7344,4
126893087354793,Európai Parlament,Európai Parlament,7234,6
1584646591763647,Kanász-Nagy Máté,LMP - Magyarország Zöld Pártja,6627,1
112694594992064,Mehr Licht,Mehr Licht,6565,14
189020783523,Mathias Corvinus Collegium - MCC,Mathias Corvinus Collegium Alapítvány,6537,6
667186056624792,Élhető Hegyvidékért Egyesület,These ads ran without a disclaimer,6390,3
100299381703981,Ps TV,PestiSrácok.hu,6311,1
150219742265121,Bedő Dávid,Bedő Dávid - Momentum,6311,1
1237616006358749,Kékes Online,Kékes Online,6231,12
108995848702971,Frankó,Mondjuk a frankót,5928,5
320645820787,Haszon magazin,Haszon magazin,5862,4
103922897650335,Bakos Bernadett,LMP - Magyarország Zöld Pártja,5838,2
191946490841225,Dúró Dóra,Dúró Dóra,5758,1
102426795954406,Nobilis Márton,Nobilis Márton,5721,11
471093016323310,Kovács Ferenc,Kovács Ferenc,5520,1
105774734948091,Hungarian Conservative,Hungarian Conservative,5489,10
781150971947219,Jakab Péter,A Nép Pártján,5446,4
781030738624077,Gyöngyösi Márton,Jobbik Magyarországért Mozgalom,5424,1
205547789523736,Dr. Nemény András,Éljen Szombathely Egyesület,5352,1
100854821274719,Sajgó György - Momentum,Momentum Mozgalom,5270,1
203158929827,Beol.hu Békés vármegyei online,Mediaworks Hungary Zrt.,5155,1
156847374371871,Szabó Tímea,Párbeszéd Magyarországért,5110,2
258636010813346,Delmagyar.hu,Mediaworks Hungary Zrt.,5107,1
147633001941737,kisalfold.hu,kisalfold.hu,5095,1
320986996098,zaol.hu,Mediaworks Hungary Zrt.,5049,1
1920158678081160,Nemzetpolitikai Államtitkárság,Nemzetpolitikai Államtitkárság,4905,2
1627127484170228,NHC24,Mediaworks Hungary Zrt.,4808,1
113375923695023,Fidesz Budapest,Fidesz Budapest,4804,2
308871671705,BAON Bács-Kiskun vármegyei Online,Mediaworks Hungary Zrt.,4731,1
276554411147,Szabolcs Online,Mediaworks Hungary Zrt.,4724,1
172936669443469,Dunaújvárosi Hírlap - duol.hu,Dunaújvárosi Hírlap - duol.hu,4710,1
444813505956441,Hódmezővásárhely Város gyorshír szolgálata,Hódmezővásárhely Megyei Jogú Város Önkormányzata,4695,1
116905388345518,veol.hu,Mediaworks Hungary Zrt.,4659,1
506244332746545,TEOL.hu,TEOL.hu,4658,1
326763130286,Borsod Online,Mediaworks Hungary Zrt.,4648,1
134324809941862,Szoljon.hu,Mediaworks Hungary Zrt.,4634,1
296310837699,vaol.hu,Mediaworks Hungary Zrt.,4602,1
122922027734811,feol.hu,Mediaworks Hungary Zrt.,4593,1
107760432613264,Sonline.hu - Somogy közösségi és hírportálja,Sonline.hu - Somogy közösségi és hírportálja,4570,1
125953004085398,Kemma.hu,Kemma.hu,4570,1
129255963785124,Heol.hu,Heol.hu,4564,1
160935777365,bama.hu - a baranyai hírportál,bama.hu - a baranya megyei hírportál,4538,1
184922004946258,Horváth Csaba,Budapest Főváros XIV. Kerület Zugló Önkormányzata,4400,3
113684438795574,Párbeszéd - Zöldek,Párbeszéd Magyarországért,4025,4
1697376657149476,Dr.Szabó Ervin,Dr.Szabó Ervin,3810,2
206829842043,Rétvári Bence,Rétvári Bence,3627,4
1461534750733248,Schmuck Erzsébet,LMP - Lehet Más a Politika,3575,1
1750464258310515,Dukán András Ferenc,Momentum Mozgalom,3573,1
211156277497,WWF Hungary,WWF Hungary,3504,13
267882727864,Kubatov Gábor,Fidesz,3464,4
176736266308423,Kiss László,Kiss László,3419,1
128884360624104,Bóna Zoltán,Bóna Zoltán,3365,7
503752419992103,Sebők Éva,Momentum Mozgalom,3245,2
135049793193159,IH Rendezvényközpont,Green Team Event & Marketing Kft.,3235,2
256032748317057,Színes Erzsébetváros,Színes Erzsébetváros,3152,1
143151351544,Színházi Olimpia 2023 / Theatre Olympics 2023,Szinházi Olimpia Nonprofit Kft.,3146,3
132593883577930,Dr. Keresztes László Lóránt,LMP - Magyarország Zöld Pártja,3131,2
124991704202615,Magyar Természetvédők Szövetsége- Föld Barátai Magyarország,Magyar Természetvédők Szövetsége- Föld Barátai Magyarország,3127,2
112872841638481,Jászberény többet érdemel,Jászságszava,3085,8
221761091331222,Danube Institute,Danube Institute,3060,6
102528011823081,Száraz Zoltán • Momentum,Momentum Mozgalom,3034,1
103492610994760,Tetlák Örs,LMP - Magyarország Zöld Pártja,3019,1
105967164071611,Nagy Balázs Szemere és Ganztelep,Nagy Balázs Szemere és Ganztelep,2935,3
100609808517630,Drogkutató Intézet,Drogkutató Intézet Nonprofit Korlátolt Felelősségű Társaság,2897,3
142116653162328,Márki-Zay Péter,Márki-Zay Péter,2882,5
100924535415577,EgerInfo,EgerInfo,2846,2
237088069704442,Kósa Ádám,"Adam Kosa, Member of the European Parliament",2780,1
421207651299430,Bonyhád Város oldala,Bonyhád Város oldala,2768,1
110056758082933,Mihálffy Béla,Mihálffy Béla,2754,4
183723231644096,Szita Károly,Szita Károly,2721,2
105855948670500,Holtszezon Irodalmi Fesztivál,These ads ran without a disclaimer,2529,1
109306435499597,Szabad Vonalzó,Humán Platform,2470,1
1869511526651884,Zsigmond Barna Pál,Fidesz,2442,3
360876591136521,Dr. Czeglédy Csaba,Dr. Czeglédy Csaba,2414,1
282290595766672,Hidegkuti Szabolcs,Momentum Mozgalom,2329,1
