Location name,Amount spent (MYR)
Johor,918
Kedah,662
Kelantan,425
Kuala Lumpur,967
Labuan,≤100
Malacca,336
Negeri Sembilan,836
Pahang,539
Penang,502
Perak,567
Perlis,≤100
Putrajaya,≤100
Sabah,552
Sarawak,420
Selangor,2304
Terengganu,495
Unknown,≤100
