Location name,Amount spent (TWD)
Changhua,6241
Chiayi,1916
Hsinchu,4289
Hsinchu City,6054
Hualien,2488
Kaohsiung,23370
Keelung City,2829
Kinmen,444
Lienchiang,≤100
Miaoli,3469
Nantou,3870
New Taipei City,43270
Penghu,831
Pingtung,4572
Taichung,25116
Tainan,14731
Taipei,32479
Taitung,1510
Taoyuan City,26574
Unknown,3758
Yilan,2616
Yunlin,3725
