Location name,Amount spent (NOK)
Akershus,5035
Aust-Agder,1170
Buskerud,2439
Finnmark,1096
Hedmark,1961
Hordaland,6176
Møre og Romsdal,2906
Nord-Trøndelag,1363
Nordland,2665
Oppland,2032
Oslo,14053
Rogaland,4633
Sogn og Fjordane,1184
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,3068
Telemark,2041
Troms,2594
Unknown,393
Vest-Agder,2000
Vestfold,2440
Østfold,3223
