Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,504528
Apure,250000
Aragua,504528
Barinas,285000
Bolívar (state),504528
Capital District,2509057
Carabobo,802028
Cojedes,250000
Delta Amacuro,52500
Falcón,339528
Guárico,247028
Lara,2567028
Miranda (state),377597
Monagas,254528
Mérida,504908
Nueva Esparta,6250000
Portuguesa,250000
Sucre,234528
Trujillo,254528
Táchira,250000
Unknown,≤100
Vargas,137500
Yaracuy,254528
Zulia,1424056
