Location name,Amount spent (VND)
An Giang Province,119531
Bà Rịa–Vũng Tàu Province,8033
Bình Dương Province,15236
Bình Phước Province,2265
Bình Thuận Province,37313
Bình Định Province,2950
Bạc Liêu Province,25349
Bắc Giang Province,21359
Bắc Kạn Province,725
Bắc Ninh Province,9380
Bến Tre Province,1007
Cao Bằng Province,1280
Cà Mau Province,100526
Cần Thơ,268267
Da Nang,23859
Gia Lai Province,25732
Haiphong,37257
Ho Chi Minh City,246474
Hà Giang Province,779
Hà Nam Province,1530
Hà Tĩnh Province,12570
Hòa Bình Province,5281
Hưng Yên Province,4110
Hải Dương Province,30904
Hậu Giang Province,54461
Khánh Hòa Province,32142
Kiên Giang Province,130082
Kon Tum Province,15347
Lai Châu Province,438
Long An Province,13375
Lào Cai Province,1380
Lâm Đồng Province,5305
Lạng Sơn Province,2571
Nam Định Province,20813
Nghệ An Province,114287
Ninh Bình Province,1824
Ninh Thuận Province,3522
Phú Thọ Province,6927
Phú Yên Province,1365
Quảng Bình Province,23740
Quảng Nam Province,3775
Quảng Ngãi Province,3076
Quảng Ninh Province,17812
Quảng Trị Province,4647
Sóc Trăng Province,93935
Sơn La Province,2974
Thanh Hóa Province,34663
Thái Bình Province,3891
Thái Nguyên Province,5517
Thừa Thiên–Huế Province,35905
Tiền Giang Province,94652
Trà Vinh Province,2374
Tuyên Quang Province,2057
Tây Ninh Province,14954
Vĩnh Long Province,83081
Vĩnh Phúc Province,56647
Yên Bái Province,4884
Điện Biên Province,4934
Đắk Lắk Province,85549
Đắk Nông Province,1588
Đồng Nai Province,38887
Đồng Tháp Province,5810
