Location name,Amount spent (ARS)
Buenos Aires,1155317
Catamarca,137031
Chaco,53372
Chubut,74043
Ciudad Autónoma de Buenos Aires,275565
Corrientes,38582
Córdoba,3292322
Entre Rios,50344
Formosa,17040
Jujuy,24596
La Pampa,159090
La Rioja,9137
Mendoza,28276
Misiones,26012
Neuquén,93646
Río Negro,28462
Salta,85963
San Juan,71007
San Luis,63393
Santa Cruz,6686
Santa Fe,198091
Santiago del Estero,9719
Tierra del Fuego,23269
Tucuman,51329
Unknown,≤100
