Location name,Amount spent (USD)
Alabama,13178
Alaska,3039
American Samoa,≤100
Arizona,31418
Arkansas,8634
California,117088
Colorado,22530
Connecticut,9967
Delaware,3876
Florida,70430
Georgia,34623
Guam,≤100
Hawaii,3590
Idaho,5661
Illinois,34608
Indiana,19857
Iowa,10513
Kansas,9916
Kentucky,16490
Louisiana,19456
Maine,9693
Maryland,21368
Massachusetts,20355
Michigan,38322
Minnesota,15114
Mississippi,8098
Missouri,21930
Montana,5946
Nebraska,6357
Nevada,13412
New Hampshire,8349
New Jersey,29880
New Mexico,7183
New York,80614
North Carolina,63790
North Dakota,1557
Northern Mariana Islands,≤100
Ohio,45951
Oklahoma,12369
Oregon,14180
Pennsylvania,51179
Puerto Rico,≤100
Rhode Island,4113
South Carolina,25673
South Dakota,1993
Tennessee,22749
Texas,103681
Unknown,135
Utah,9630
Vermont,2888
Virgin Islands (U.S.),≤100
Virginia,67632
Washington,22505
"Washington, District of Columbia",10389
West Virginia,7345
Wisconsin,22852
Wyoming,1682
